suite,case,config,status,note,rust_status
conformance,dynamicImport/importCallExpressionES6UMD.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionErrorInES2015.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionGrammarError.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionInAMD1.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInAMD2.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInAMD3.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInAMD4.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInCJS1.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInCJS2.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInCJS3.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInCJS4.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInCJS5.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInExportEqualsAMD.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInExportEqualsCJS.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInExportEqualsUMD.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInScriptContext1.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionInScriptContext2.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionInSystem1.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInSystem2.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInSystem3.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInSystem4.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInUMD1.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInUMD2.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInUMD3.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInUMD4.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionInUMD5.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionIncorrect1.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionIncorrect2.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionNestedAMD.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionNestedAMD2.ts,target=es5,go-pass,,
conformance,dynamicImport/importCallExpressionNestedAMD2.ts,target=es2015,go-pass,,
conformance,dynamicImport/importCallExpressionNestedCJS.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionNestedCJS2.ts,target=es5,go-pass,,
conformance,dynamicImport/importCallExpressionNestedCJS2.ts,target=es2015,go-pass,,
conformance,dynamicImport/importCallExpressionNestedES2015.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionNestedES20152.ts,target=es5,go-pass,,
conformance,dynamicImport/importCallExpressionNestedES20152.ts,target=es2015,go-diff,,
conformance,dynamicImport/importCallExpressionNestedES2020.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionNestedES20202.ts,target=es5,go-pass,,
conformance,dynamicImport/importCallExpressionNestedES20202.ts,target=es2015,go-pass,,
conformance,dynamicImport/importCallExpressionNestedSystem.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionNestedSystem2.ts,target=es5,go-pass,,
conformance,dynamicImport/importCallExpressionNestedSystem2.ts,target=es2015,go-pass,,
conformance,dynamicImport/importCallExpressionNestedUMD.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionNestedUMD2.ts,target=es5,go-pass,,
conformance,dynamicImport/importCallExpressionNestedUMD2.ts,target=es2015,go-pass,,
conformance,dynamicImport/importCallExpressionNoModuleKindSpecified.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionReturnPromiseOfAny.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionShouldNotGetParen.ts,,go-pass,,
conformance,dynamicImport/importCallExpressionSpecifierNotStringTypeError.ts,,go-diff,,
conformance,dynamicImport/importCallExpressionWithTypeArgument.ts,,go-diff,,
conformance,internalModules/importDeclarations/circularImportAlias.ts,,go-diff,,
conformance,internalModules/importDeclarations/exportImportAlias.ts,,go-pass,,
conformance,internalModules/importDeclarations/importAliasIdentifiers.ts,,go-diff,,
conformance,internalModules/importDeclarations/invalidImportAliasIdentifiers.ts,,go-diff,,
conformance,internalModules/importDeclarations/shadowedInternalModule.ts,,go-diff,,
conformance,internalModules/codeGeneration/exportCodeGen.ts,,go-diff,,
conformance,internalModules/codeGeneration/importStatements.ts,,go-pass,,
conformance,internalModules/codeGeneration/importStatementsInterfaces.ts,,go-diff,,
conformance,internalModules/codeGeneration/nameCollision.ts,,go-diff,,
conformance,internalModules/moduleBody/invalidModuleWithStatementsOfEveryKind.ts,,go-diff,,
conformance,internalModules/moduleBody/invalidModuleWithVarStatements.ts,,go-diff,,
conformance,internalModules/moduleBody/moduleWithStatementsOfEveryKind.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/AmbientModuleAndAmbientFunctionWithTheSameNameAndCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/AmbientModuleAndAmbientWithSameNameAndCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/AmbientModuleAndNonAmbientClassWithSameNameAndCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/AmbientModuleAndNonAmbientFunctionWithTheSameNameAndCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithModuleMemberThatUsesClassTypeParameter.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithModulesExportedGenericFunctionAndGenericClassStaticFunctionOfTheSameName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithModulesExportedGenericFunctionAndNonGenericClassStaticFunctionOfTheSameName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithModulesExportedStaticFunctionUsingClassPrivateStatics.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithStaticFunctionAndExportedFunctionThatShareAName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithStaticFunctionAndNonExportedFunctionThatShareAName.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithStaticVariableAndExportedVarThatShareAName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithStaticVariableAndNonExportedVarThatShareAName.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/ClassAndModuleThatMergeWithStringIndexerAndExportedFunctionWithTypeIncompatibleWithIndexer.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/ClassAndModuleWithSameNameAndCommonRoot.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ClassAndModuleWithSameNameAndCommonRootES6.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/EnumAndModuleWithSameNameAndCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/FunctionAndModuleWithSameNameAndCommonRoot.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/FunctionAndModuleWithSameNameAndDifferentCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/ModuleAndClassWithSameNameAndCommonRoot.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/ModuleAndEnumWithSameNameAndCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/ModuleAndFunctionWithSameNameAndCommonRoot.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesThatMergeEachWithExportedAndNonExportedClassesOfTheSameName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesThatMergeEachWithExportedAndNonExportedInterfacesOfTheSameName.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesThatMergeEachWithExportedAndNonExportedLocalVarsOfTheSameName.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesThatMergeEachWithExportedClassesOfTheSameName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesThatMergeEachWithExportedInterfacesOfTheSameName.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesThatMergeEachWithExportedLocalVarsOfTheSameName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesThatMergeEachWithExportedModulesOfTheSameName.ts,,go-diff,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesWithTheSameNameAndDifferentCommonRoot.ts,,go-pass,,
conformance,internalModules/DeclarationMerging/TwoInternalModulesWithTheSameNameAndSameCommonRoot.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportClassWhichExtendsInterfaceWithInaccessibleType.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportClassWithAccessibleTypesInTypeParameterConstraintsClassHeritageListMemberTypeAnnotations.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportClassWithInaccessibleTypeInIndexerTypeAnnotations.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportClassWithInaccessibleTypeInTypeParameterConstraint.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportFunctionWithAccessibleTypesInParameterAndReturnTypeAnnotation.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportFunctionWithInaccessibleTypesInParameterTypeAnnotation.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportFunctionWithInaccessibleTypesInReturnTypeAnnotation.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportInterfaceWithAccessibleTypesInTypeParameterConstraintsClassHeritageListMemberTypeAnnotations.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportInterfaceWithInaccessibleTypeInIndexerTypeAnnotations.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportInterfaceWithInaccessibleTypeInTypeParameterConstraint.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportModuleWithAccessibleTypesOnItsExportedMembers.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportObjectLiteralAndObjectTypeLiteralWithAccessibleTypesInMemberTypeAnnotations.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportObjectLiteralAndObjectTypeLiteralWithAccessibleTypesInNestedMemberTypeAnnotations.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportVariableOfGenericTypeWithInaccessibleTypeAsTypeArgument.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ExportVariableWithAccessibleTypeInTypeAnnotation.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ExportVariableWithInaccessibleTypeInTypeAnnotation.ts,,go-pass,,
conformance,internalModules/exportDeclarations/ModuleWithExportedAndNonExportedClasses.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ModuleWithExportedAndNonExportedEnums.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ModuleWithExportedAndNonExportedFunctions.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ModuleWithExportedAndNonExportedImportAlias.ts,,go-diff,,
conformance,internalModules/exportDeclarations/ModuleWithExportedAndNonExportedVariables.ts,,go-diff,,
conformance,internalModules/exportDeclarations/NonInitializedExportInInternalModule.ts,alwaysstrict=true,go-diff,,
conformance,internalModules/exportDeclarations/NonInitializedExportInInternalModule.ts,alwaysstrict=false,go-pass,,
conformance,internalModules/moduleDeclarations/InvalidNonInstantiatedModule.ts,,go-diff,,
conformance,internalModules/moduleDeclarations/asiPreventsParsingAsNamespace01.ts,,go-diff,,
conformance,internalModules/moduleDeclarations/asiPreventsParsingAsNamespace02.ts,,go-diff,,
conformance,internalModules/moduleDeclarations/asiPreventsParsingAsNamespace03.ts,,go-pass,,
conformance,internalModules/moduleDeclarations/asiPreventsParsingAsNamespace04.ts,,go-pass,,
conformance,internalModules/moduleDeclarations/asiPreventsParsingAsNamespace05.ts,,go-pass,,
conformance,internalModules/moduleDeclarations/instantiatedModule.ts,,go-diff,,
conformance,internalModules/moduleDeclarations/invalidInstantiatedModule.ts,,go-diff,,
conformance,internalModules/moduleDeclarations/invalidNestedModules.ts,,go-diff,,
conformance,internalModules/moduleDeclarations/nestedModules.ts,,go-pass,,
conformance,internalModules/moduleDeclarations/nonInstantiatedModule.ts,,go-diff,,
conformance,internalModules/moduleDeclarations/reExportAliasMakesInstantiated.ts,,go-pass,,
conformance,jsx/checkJsxChildrenCanBeTupleType.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty1.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty10.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty11.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty12.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty13.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty14.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty15.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty16.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty2.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty3.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty4.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty5.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty6.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty7.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty8.tsx,,go-diff,,
conformance,jsx/checkJsxChildrenProperty9.tsx,,go-diff,,
conformance,jsx/checkJsxGenericTagHasCorrectInferences.tsx,,go-diff,,
conformance,jsx/checkJsxIntersectionElementPropsType.tsx,,go-pass,,
conformance,jsx/checkJsxNamespaceNamesQuestionableForms.tsx,,go-diff,,
conformance,jsx/checkJsxSubtleSkipContextSensitiveBug.tsx,,go-diff,,
conformance,jsx/checkJsxUnionSFXContextualTypeInferredCorrectly.tsx,,go-diff,,
conformance,jsx/commentEmittingInPreserveJsx1.tsx,,go-diff,,
conformance,jsx/correctlyMarkAliasAsReferences1.tsx,,go-diff,,
conformance,jsx/correctlyMarkAliasAsReferences2.tsx,,go-diff,,
conformance,jsx/correctlyMarkAliasAsReferences3.tsx,,go-diff,,
conformance,jsx/correctlyMarkAliasAsReferences4.tsx,,go-diff,,
conformance,jsx/jsxAndTypeAssertion.tsx,,go-diff,,
conformance,jsx/jsxAttributeInitializer.ts,jsx=preserve,go-diff,,
conformance,jsx/jsxAttributeInitializer.ts,jsx=react,go-diff,,
conformance,jsx/jsxCheckJsxNoTypeArgumentsAllowed.tsx,,go-diff,,
conformance,jsx/jsxEsprimaFbTestSuite.tsx,,go-diff,,
conformance,jsx/jsxInvalidEsprimaTestSuite.tsx,,go-diff,,
conformance,jsx/jsxParsingError1.tsx,,go-diff,,
conformance,jsx/jsxParsingError2.tsx,,go-diff,,
conformance,jsx/jsxParsingError3.tsx,,go-diff,,
conformance,jsx/jsxParsingError4.tsx,strict=true,go-pass,,
conformance,jsx/jsxParsingError4.tsx,strict=false,go-pass,,
conformance,jsx/jsxParsingErrorImmediateSpreadInAttributeValue.tsx,,go-diff,,
conformance,jsx/jsxReactTestSuite.tsx,,go-diff,,
conformance,jsx/jsxSpreadOverwritesAttributeStrict.tsx,,go-diff,,
conformance,jsx/jsxUnclosedParserRecovery.ts,,go-diff,,
conformance,jsx/tsxAttributeErrors.tsx,,go-diff,,
conformance,jsx/tsxAttributeInvalidNames.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution.tsx,,go-pass,,
conformance,jsx/tsxAttributeResolution1.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution10.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution11.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution12.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution13.tsx,,go-pass,,
conformance,jsx/tsxAttributeResolution14.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution15.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution16.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution2.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution3.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution4.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution5.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution6.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution7.tsx,,go-diff,,
conformance,jsx/tsxAttributeResolution8.tsx,,go-pass,,
conformance,jsx/tsxAttributeResolution9.tsx,,go-diff,,
conformance,jsx/tsxCorrectlyParseLessThanComparison1.tsx,,go-diff,,
conformance,jsx/tsxDefaultAttributesResolution1.tsx,,go-diff,,
conformance,jsx/tsxDefaultAttributesResolution2.tsx,,go-diff,,
conformance,jsx/tsxDefaultAttributesResolution3.tsx,,go-diff,,
conformance,jsx/tsxDynamicTagName1.tsx,,go-pass,,
conformance,jsx/tsxDynamicTagName2.tsx,,go-diff,,
conformance,jsx/tsxDynamicTagName3.tsx,,go-diff,,
conformance,jsx/tsxDynamicTagName4.tsx,,go-pass,,
conformance,jsx/tsxDynamicTagName5.tsx,,go-pass,,
conformance,jsx/tsxDynamicTagName6.tsx,,go-pass,,
conformance,jsx/tsxDynamicTagName7.tsx,,go-diff,,
conformance,jsx/tsxDynamicTagName8.tsx,,go-pass,,
conformance,jsx/tsxDynamicTagName9.tsx,,go-pass,,
conformance,jsx/tsxElementResolution.tsx,,go-diff,,
conformance,jsx/tsxElementResolution1.tsx,,go-diff,,
conformance,jsx/tsxElementResolution10.tsx,,go-diff,,
conformance,jsx/tsxElementResolution11.tsx,,go-diff,,
conformance,jsx/tsxElementResolution12.tsx,,go-diff,,
conformance,jsx/tsxElementResolution13.tsx,,go-diff,,
conformance,jsx/tsxElementResolution14.tsx,,go-diff,,
conformance,jsx/tsxElementResolution15.tsx,,go-diff,,
conformance,jsx/tsxElementResolution16.tsx,,go-diff,,
conformance,jsx/tsxElementResolution17.tsx,,go-pass,,
conformance,jsx/tsxElementResolution18.tsx,,go-diff,,
conformance,jsx/tsxElementResolution19.tsx,,go-pass,,
conformance,jsx/tsxElementResolution2.tsx,,go-pass,,
conformance,jsx/tsxElementResolution3.tsx,,go-diff,,
conformance,jsx/tsxElementResolution4.tsx,,go-diff,,
conformance,jsx/tsxElementResolution5.tsx,,go-diff,,
conformance,jsx/tsxElementResolution6.tsx,,go-diff,,
conformance,jsx/tsxElementResolution7.tsx,,go-diff,,
conformance,jsx/tsxElementResolution8.tsx,,go-diff,,
conformance,jsx/tsxElementResolution9.tsx,,go-diff,,
conformance,jsx/tsxEmit1.tsx,,go-diff,,
conformance,jsx/tsxEmit2.tsx,,go-pass,,
conformance,jsx/tsxEmit3.tsx,,go-diff,,
conformance,jsx/tsxEmitSpreadAttribute.ts,target=es2015,go-pass,,
conformance,jsx/tsxEmitSpreadAttribute.ts,target=es2018,go-pass,,
conformance,jsx/tsxEmitSpreadAttribute.ts,target=esnext,go-pass,,
conformance,jsx/tsxErrorRecovery1.tsx,,go-diff,,
conformance,jsx/tsxErrorRecovery2.tsx,,go-diff,,
conformance,jsx/tsxErrorRecovery3.tsx,,go-diff,,
conformance,jsx/tsxExternalModuleEmit1.tsx,,go-diff,,
conformance,jsx/tsxExternalModuleEmit2.tsx,,go-diff,,
conformance,jsx/tsxFragmentErrors.tsx,,go-diff,,
conformance,jsx/tsxFragmentPreserveEmit.tsx,,go-pass,,
conformance,jsx/tsxFragmentReactEmit.tsx,,go-pass,,
conformance,jsx/tsxGenericArrowFunctionParsing.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType1.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType2.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType3.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType4.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType5.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType6.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType7.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType8.tsx,,go-diff,,
conformance,jsx/tsxGenericAttributesType9.tsx,,go-diff,,
conformance,jsx/tsxInArrowFunction.tsx,,go-diff,,
conformance,jsx/tsxIntrinsicAttributeErrors.tsx,,go-diff,,
conformance,jsx/tsxLibraryManagedAttributes.tsx,,go-diff,,
conformance,jsx/tsxNamespacedAttributeName1.tsx,,go-diff,,
conformance,jsx/tsxNamespacedAttributeName2.tsx,,go-diff,,
conformance,jsx/tsxNamespacedTagName1.tsx,,go-diff,,
conformance,jsx/tsxNamespacedTagName2.tsx,,go-diff,,
conformance,jsx/tsxNoJsx.tsx,,go-diff,,
conformance,jsx/tsxOpeningClosingNames.tsx,,go-pass,,
conformance,jsx/tsxParseTests1.tsx,,go-diff,,
conformance,jsx/tsxParseTests2.tsx,,go-diff,,
conformance,jsx/tsxPreserveEmit1.tsx,target=es5,go-pass,,
conformance,jsx/tsxPreserveEmit1.tsx,target=es2015,go-pass,,
conformance,jsx/tsxPreserveEmit2.tsx,target=es5,go-pass,,
conformance,jsx/tsxPreserveEmit2.tsx,target=es2015,go-pass,,
conformance,jsx/tsxPreserveEmit3.tsx,,go-pass,,
conformance,jsx/tsxReactComponentWithDefaultTypeParameter1.tsx,,go-diff,,
conformance,jsx/tsxReactComponentWithDefaultTypeParameter2.tsx,,go-diff,,
conformance,jsx/tsxReactComponentWithDefaultTypeParameter3.tsx,,go-diff,,
conformance,jsx/tsxReactEmit1.tsx,,go-diff,,
conformance,jsx/tsxReactEmit2.tsx,,go-pass,,
conformance,jsx/tsxReactEmit3.tsx,,go-diff,,
conformance,jsx/tsxReactEmit4.tsx,,go-diff,,
conformance,jsx/tsxReactEmit5.tsx,,go-diff,,
conformance,jsx/tsxReactEmit6.tsx,,go-pass,,
conformance,jsx/tsxReactEmit7.tsx,,go-diff,,
conformance,jsx/tsxReactEmit8.tsx,jsx=react-jsx,go-diff,,
conformance,jsx/tsxReactEmit8.tsx,jsx=react-jsxdev,go-diff,,
conformance,jsx/tsxReactEmitEntities.tsx,,go-pass,,
conformance,jsx/tsxReactEmitNesting.tsx,,go-diff,,
conformance,jsx/tsxReactEmitSpreadAttribute.ts,target=es2015,go-diff,,
conformance,jsx/tsxReactEmitSpreadAttribute.ts,target=es2018,go-diff,,
conformance,jsx/tsxReactEmitSpreadAttribute.ts,target=esnext,go-diff,,
conformance,jsx/tsxReactEmitWhitespace.tsx,,go-pass,,
conformance,jsx/tsxReactEmitWhitespace2.tsx,,go-pass,,
conformance,jsx/tsxSfcReturnNull.tsx,,go-pass,,
conformance,jsx/tsxSfcReturnNullStrictNullChecks.tsx,,go-pass,,
conformance,jsx/tsxSfcReturnUndefinedStrictNullChecks.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution1.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution10.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution11.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution12.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution13.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution14.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution15.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution16.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution17.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution2.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution3.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution4.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution5.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution6.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution7.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution8.tsx,,go-diff,,
conformance,jsx/tsxSpreadAttributesResolution9.tsx,,go-diff,,
conformance,jsx/tsxSpreadChildren.tsx,,go-diff,,
conformance,jsx/tsxSpreadChildrenInvalidType.tsx,"jsx=react,target=es2015",go-diff,,
conformance,jsx/tsxSpreadChildrenInvalidType.tsx,"jsx=react,target=es5",go-pass,,
conformance,jsx/tsxSpreadChildrenInvalidType.tsx,"jsx=react-jsx,target=es2015",go-diff,,
conformance,jsx/tsxSpreadChildrenInvalidType.tsx,"jsx=react-jsx,target=es5",go-pass,,
conformance,jsx/tsxSpreadInvalidType.tsx,,go-diff,,
conformance,jsx/tsxStatelessFunctionComponentOverload1.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentOverload2.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentOverload3.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentOverload4.tsx,,go-diff,,
conformance,jsx/tsxStatelessFunctionComponentOverload5.tsx,,go-diff,,
conformance,jsx/tsxStatelessFunctionComponentOverload6.tsx,,go-diff,,
conformance,jsx/tsxStatelessFunctionComponentWithDefaultTypeParameter1.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentWithDefaultTypeParameter2.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponents1.tsx,,go-diff,,
conformance,jsx/tsxStatelessFunctionComponents2.tsx,,go-diff,,
conformance,jsx/tsxStatelessFunctionComponents3.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentsWithTypeArguments1.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentsWithTypeArguments2.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentsWithTypeArguments3.tsx,,go-pass,,
conformance,jsx/tsxStatelessFunctionComponentsWithTypeArguments4.tsx,,go-diff,,
conformance,jsx/tsxStatelessFunctionComponentsWithTypeArguments5.tsx,,go-pass,,
conformance,jsx/tsxTypeArgumentResolution.tsx,,go-diff,,
conformance,jsx/tsxTypeArgumentsJsxPreserveOutput.tsx,,go-diff,,
conformance,jsx/tsxTypeErrors.tsx,,go-diff,,
conformance,jsx/tsxUnionElementType1.tsx,,go-diff,,
conformance,jsx/tsxUnionElementType2.tsx,,go-diff,,
conformance,jsx/tsxUnionElementType3.tsx,,go-diff,,
conformance,jsx/tsxUnionElementType4.tsx,,go-diff,,
conformance,jsx/tsxUnionElementType5.tsx,,go-diff,,
conformance,jsx/tsxUnionElementType6.tsx,,go-diff,,
conformance,jsx/tsxUnionTypeComponent1.tsx,,go-diff,,
conformance,jsx/tsxUnionTypeComponent2.tsx,,go-diff,,
conformance,jsx/unicodeEscapesInJsxtags.tsx,,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformChildren.tsx,jsx=react-jsx,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformChildren.tsx,jsx=react-jsxdev,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformCustomImport.tsx,jsx=react-jsx,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformCustomImport.tsx,jsx=react-jsxdev,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformCustomImportPragma.tsx,jsx=react-jsx,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformCustomImportPragma.tsx,jsx=react-jsxdev,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformKeyProp.tsx,jsx=react-jsx,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformKeyProp.tsx,jsx=react-jsxdev,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformKeyPropCustomImport.tsx,jsx=react-jsx,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformKeyPropCustomImport.tsx,jsx=react-jsxdev,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformKeyPropCustomImportPragma.tsx,jsx=react-jsx,go-diff,,
conformance,jsx/jsxs/jsxJsxsCjsTransformKeyPropCustomImportPragma.tsx,jsx=react-jsxdev,go-diff,,
