suite,case,config,go_status,rust_status
conformance,controlFlow/controlFlowForStatement.ts,[],go-diff,rust-pass
conformance,controlFlow/controlFlowInstanceOfGuardPrimitives.ts,[],go-pass,rust-diff
conformance,controlFlow/controlFlowInstanceofExtendsFunction.ts,[],go-pass,rust-diff
conformance,controlFlow/controlFlowNoIntermediateErrors.ts,[],go-pass,rust-diff
conformance,controlFlow/controlFlowOptionalChain2.ts,[],go-pass,rust-diff
conformance,controlFlow/controlFlowWithTemplateLiterals.ts,[],go-pass,rust-diff
conformance,controlFlow/dependentDestructuredVariablesFromNestedPatterns.ts,[],go-pass,rust-diff
conformance,controlFlow/typeGuardsNestedAssignments.ts,[],go-pass,rust-diff
conformance,controlFlow/typeGuardsTypeParameters.ts,[],go-pass,rust-diff
conformance,declarationEmit/classDoesNotDependOnPrivateMember.ts,[],go-diff,rust-pass
conformance,declarationEmit/libReferenceNoLib.ts,[],go-pass,rust-diff
conformance,declarationEmit/typesVersionsDeclarationEmit.multiFileBackReferenceToSelf.ts,[],go-pass,rust-diff
conformance,decorators/class/accessor/decoratorOnClassAccessor3.ts,['target=es2015'],go-diff,rust-pass
conformance,decorators/class/accessor/decoratorOnClassAccessor6.ts,['target=es2015'],go-diff,rust-pass
conformance,decorators/class/constructor/decoratorOnClassConstructor4.ts,[],go-pass,rust-missing-config
conformance,decorators/class/decoratedClassFromExternalModule.ts,[],go-diff,rust-pass
conformance,decorators/class/decoratorOnClass3.ts,['target=es2015'],go-pass,rust-diff
conformance,decorators/class/method/decoratorOnClassMethod13.ts,[],go-pass,rust-diff
conformance,decorators/class/method/decoratorOnClassMethod17.ts,[],go-diff,rust-pass
conformance,decorators/class/method/decoratorOnClassMethod19.ts,['target=esnext'],go-pass,rust-diff
conformance,decorators/class/method/decoratorOnClassMethod19.ts,['target=es2022'],go-pass,rust-diff
conformance,decorators/class/method/decoratorOnClassMethod19.ts,['target=es2015'],go-pass,rust-diff
conformance,decorators/class/method/decoratorOnClassMethod3.ts,['target=es2015'],go-diff,rust-pass
conformance,decorators/class/method/decoratorOnClassMethod4.ts,[],go-pass,rust-diff
conformance,decorators/class/method/decoratorOnClassMethod5.ts,[],go-pass,rust-diff
conformance,decorators/class/method/parameter/decoratorOnClassMethodParameter1.ts,['target=es2015'],go-pass,rust-diff
conformance,decorators/class/method/parameter/decoratorOnClassMethodParameter2.ts,['target=es2015'],go-pass,rust-diff
conformance,decorators/class/property/decoratorOnClassProperty3.ts,['target=es2015'],go-diff,rust-pass
conformance,decorators/legacyDecorators-contextualTypes.ts,[],go-pass,rust-diff
conformance,decorators/missingDecoratorType.ts,['target=es2015'],go-pass,rust-diff
conformance,dynamicImport/importCallExpression1ES2020.ts,[],go-pass,rust-diff
conformance,dynamicImport/importCallExpression2ES2020.ts,[],go-pass,rust-diff
conformance,dynamicImport/importCallExpression3ES2020.ts,[],go-pass,rust-diff
conformance,dynamicImport/importCallExpressionInCJS1.ts,[],go-pass,rust-diff
conformance,dynamicImport/importCallExpressionInCJS3.ts,[],go-pass,rust-diff
conformance,dynamicImport/importCallExpressionInCJS4.ts,[],go-pass,rust-diff
conformance,dynamicImport/importCallExpressionReturnPromiseOfAny.ts,[],go-pass,rust-diff
conformance,dynamicImport/importCallExpressionShouldNotGetParen.ts,[],go-pass,rust-diff
conformance,emitter/es2015/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es2015.ts,[],go-pass,rust-diff
conformance,emitter/es2018/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es2018.ts,[],go-pass,rust-diff
conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es5.ts,['target=es2015'],go-pass,rust-diff
conformance,enums/enumBasics.ts,[],go-pass,rust-diff
conformance,enums/enumConstantMemberWithString.ts,[],go-diff,rust-pass
conformance,enums/enumConstantMemberWithTemplateLiterals.ts,[],go-diff,rust-pass
conformance,es2017/useObjectValuesAndEntries1.ts,['target=es2015'],go-pass,rust-diff
conformance,es2018/es2018IntlAPIs.ts,[],go-pass,rust-diff
conformance,es2018/usePromiseFinally.ts,['target=es2015'],go-pass,rust-diff
conformance,es2019/importMeta/importMetaNarrowing.ts,['module=es2020'],go-pass,rust-diff
conformance,es2019/importMeta/importMetaNarrowing.ts,['module=esnext'],go-pass,rust-diff
conformance,es2020/intlNumberFormatES2020.ts,[],go-pass,rust-diff
conformance,es2020/localesObjectArgument.ts,[],go-pass,rust-diff
conformance,es2020/modules/exportAsNamespace5.ts,[],go-pass,rust-diff
conformance,es2020/modules/exportAsNamespace_missingEmitHelpers.ts,[],skip-config,rust-pass
conformance,es2020/modules/exportAsNamespace_nonExistent.ts,[],skip-config,rust-pass
conformance,es2021/intlDateTimeFormatRangeES2021.ts,[],go-pass,rust-diff
conformance,es2021/logicalAssignment/logicalAssignment5.ts,['target=es2015'],go-diff,rust-pass
conformance,es2021/logicalAssignment/logicalAssignment5.ts,['target=esnext'],go-diff,rust-pass
conformance,es2021/logicalAssignment/logicalAssignment5.ts,['target=es2021'],go-diff,rust-pass
conformance,es2021/logicalAssignment/logicalAssignment5.ts,['target=es2020'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_exportEmpty.ts,[],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=es2022'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=node16'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=commonjs'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=esnext'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=nodenext'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=preserve'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=node20'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=node18'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=es6'],go-diff,rust-pass
conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,['module=es2020'],go-diff,rust-pass
conformance,es2023/intlNumberFormatES2023.ts,[],go-pass,rust-diff
conformance,es2025/syncIteratorHelpers.ts,[],go-pass,rust-diff
conformance,es6/Symbols/symbolDeclarationEmit1.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolProperty17.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolProperty2.ts,[],go-pass,rust-diff
conformance,es6/Symbols/symbolProperty20.ts,[],go-pass,rust-diff
conformance,es6/Symbols/symbolProperty21.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolProperty22.ts,[],go-pass,rust-diff
conformance,es6/Symbols/symbolProperty28.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolProperty51.ts,[],go-pass,rust-diff
conformance,es6/Symbols/symbolProperty55.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolProperty6.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolProperty61.ts,[],go-pass,rust-diff
conformance,es6/Symbols/symbolType10.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolType11.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolType14.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolType15.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolType19.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolType20.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolType5.ts,[],go-diff,rust-pass
conformance,es6/Symbols/symbolType7.ts,[],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunction.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionAsIs.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionAsIsES6.ts,[],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionES6.ts,[],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionWhenUsingArguments01.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionWhenUsingArguments01_ES6.ts,[],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionWhenUsingArguments02.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionWhenUsingArguments02_ES6.ts,[],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionWhenUsingArguments09.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionWhenUsingArguments09_ES6.ts,[],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionsAsIs.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/arrowFunction/emitArrowFunctionsAsIsES6.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/emitClassDeclarationWithConstructorInES6.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/emitClassDeclarationWithExtensionInES6.ts,[],go-pass,rust-diff
conformance,es6/classDeclaration/emitClassDeclarationWithGetterSetterInES6.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/emitClassDeclarationWithTypeArgumentAndOverloadInES6.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/emitClassDeclarationWithTypeArgumentInES6.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/superCallBeforeThisAccessing1.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/superCallBeforeThisAccessing2.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/superCallBeforeThisAccessing5.ts,[],go-diff,rust-pass
conformance,es6/classDeclaration/superCallBeforeThisAccessing8.ts,[],go-diff,rust-pass
conformance,es6/classExpressions/typeArgumentInferenceWithClassExpression1.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames14_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames14_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames15_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames15_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames17_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames17_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames2_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames2_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames36_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames36_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames38_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames38_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames39_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames39_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames42_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames42_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames43_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames43_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames44_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames44_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames45_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames45_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames46_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames46_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames48_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames48_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames4_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames4_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames51_ES5.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames51_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames5_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames5_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames6_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames6_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames8_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames8_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames9_ES5.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNames9_ES6.ts,[],go-diff,rust-pass
conformance,es6/computedProperties/computedPropertyNamesContextualType1_ES5.ts,['target=es2015'],go-pass,rust-diff
conformance,es6/computedProperties/computedPropertyNamesContextualType1_ES6.ts,[],go-pass,rust-diff
conformance,es6/computedProperties/computedPropertyNamesContextualType2_ES5.ts,['target=es2015'],go-pass,rust-diff
conformance,es6/computedProperties/computedPropertyNamesContextualType2_ES6.ts,[],go-pass,rust-diff
conformance,es6/computedProperties/computedPropertyNamesContextualType3_ES5.ts,['target=es2015'],go-pass,rust-diff
conformance,es6/computedProperties/computedPropertyNamesContextualType3_ES6.ts,[],go-pass,rust-diff
conformance,es6/decorators/class/method/parameter/decoratorOnClassMethodParameter1.es6.ts,[],go-pass,rust-diff
conformance,es6/defaultParameters/emitDefaultParametersFunction.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/defaultParameters/emitDefaultParametersFunctionES6.ts,[],go-diff,rust-pass
conformance,es6/defaultParameters/emitDefaultParametersFunctionExpression.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/defaultParameters/emitDefaultParametersFunctionExpressionES6.ts,[],go-diff,rust-pass
conformance,es6/defaultParameters/emitDefaultParametersFunctionProperty.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/defaultParameters/emitDefaultParametersFunctionPropertyES6.ts,[],go-diff,rust-pass
conformance,es6/defaultParameters/emitDefaultParametersMethod.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/defaultParameters/emitDefaultParametersMethodES6.ts,[],go-diff,rust-pass
conformance,es6/destructuring/declarationInAmbientContext.ts,[],go-pass,rust-diff
conformance,es6/destructuring/declarationWithNoInitializer.ts,[],go-diff,rust-pass
conformance,es6/destructuring/destructuringObjectAssignmentPatternWithNestedSpread.ts,['target=es2018'],skip-config,rust-pass
conformance,es6/destructuring/destructuringObjectAssignmentPatternWithNestedSpread.ts,['target=es2015'],skip-config,rust-pass
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment1ES5.ts,[],go-diff,rust-pass
conformance,es6/destructuring/destructuringObjectBindingPatternAndAssignment1ES6.ts,[],go-diff,rust-pass
conformance,es6/destructuring/destructuringParameterDeclaration3ES5iterable.ts,[],go-pass,rust-missing-config
conformance,es6/destructuring/destructuringParameterDeclaration7ES5.ts,[],go-pass,rust-missing-config
conformance,es6/destructuring/destructuringParameterDeclaration7ES5iterable.ts,[],go-pass,rust-missing-config
conformance,es6/destructuring/destructuringSameNames.ts,[],go-diff,rust-pass
conformance,es6/destructuring/destructuringTypeAssertionsES5_1.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/destructuring/destructuringTypeAssertionsES5_2.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/destructuring/destructuringTypeAssertionsES5_3.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/destructuring/destructuringTypeAssertionsES5_4.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/destructuring/destructuringTypeAssertionsES5_6.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/destructuring/destructuringTypeAssertionsES5_7.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/destructuring/destructuringVariableDeclaration1ES5iterable.ts,[],go-pass,rust-missing-config
conformance,es6/for-ofStatements/for-of13.ts,[],go-pass,rust-diff
conformance,es6/for-ofStatements/for-of18.ts,[],go-pass,rust-diff
conformance,es6/for-ofStatements/for-of46.ts,[],go-diff,rust-pass
conformance,es6/for-ofStatements/for-of49.ts,[],go-pass,rust-diff
conformance,es6/for-ofStatements/for-of52.ts,[],go-diff,rust-pass
conformance,es6/for-ofStatements/for-of57.ts,[],go-diff,rust-pass
conformance,es6/for-ofStatements/for-of6.ts,[],go-diff,rust-pass
conformance,es6/for-ofStatements/for-of7.ts,[],go-diff,rust-pass
conformance,es6/for-ofStatements/for-of9.ts,[],go-pass,rust-diff
conformance,es6/functionDeclarations/FunctionDeclaration11_es6.ts,[],go-diff,rust-pass
conformance,es6/functionDeclarations/FunctionDeclaration12_es6.ts,[],go-diff,rust-pass
conformance,es6/functionDeclarations/FunctionDeclaration13_es6.ts,[],go-diff,rust-pass
conformance,es6/functionDeclarations/FunctionDeclaration4_es6.ts,[],go-diff,rust-pass
conformance,es6/functionDeclarations/FunctionDeclaration5_es6.ts,[],go-diff,rust-pass
conformance,es6/functionDeclarations/FunctionDeclaration8_es6.ts,[],go-diff,rust-pass
conformance,es6/functionPropertyAssignments/FunctionPropertyAssignments5_es6.ts,[],go-diff,rust-pass
conformance,es6/memberFunctionDeclarations/MemberFunctionDeclaration3_es6.ts,[],go-diff,rust-pass
conformance,es6/memberFunctionDeclarations/MemberFunctionDeclaration6_es6.ts,[],go-diff,rust-pass
conformance,es6/modules/defaultExportInAwaitExpression02.ts,[],go-pass,rust-diff
conformance,es6/modules/exportsAndImportsWithContextualKeywordNames01.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/modules/exportsAndImportsWithUnderscores1.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/modules/importEmptyFromModuleNotExisted.ts,[],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersFunction.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersFunctionES6.ts,[],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersFunctionExpression.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersFunctionExpressionES6.ts,[],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersFunctionProperty.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersFunctionPropertyES6.ts,[],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersMethod.ts,['target=es2015'],go-diff,rust-pass
conformance,es6/restParameters/emitRestParametersMethodES6.ts,[],go-diff,rust-pass
conformance,es6/shorthandPropertyAssignment/objectLiteralShorthandPropertiesAssignment.ts,[],go-pass,rust-diff
conformance,es6/spread/iteratorSpreadInArray11.ts,[],go-diff,rust-pass
conformance,es6/spread/iteratorSpreadInArray7.ts,[],go-diff,rust-pass
conformance,es6/templates/taggedTemplateStringsPlainCharactersThatArePartsOfEscapes01.ts,[],go-pass,rust-diff
conformance,es6/templates/taggedTemplateStringsPlainCharactersThatArePartsOfEscapes01_ES6.ts,[],go-pass,rust-diff
conformance,es6/templates/taggedTemplateStringsPlainCharactersThatArePartsOfEscapes02_ES6.ts,[],go-pass,rust-diff
conformance,es6/templates/taggedTemplateStringsWithOverloadResolution2.ts,[],go-pass,rust-diff
conformance,es6/templates/taggedTemplateStringsWithOverloadResolution2_ES6.ts,[],go-pass,rust-diff
conformance,es6/templates/taggedTemplateStringsWithTagsTypedAsAny.ts,[],go-pass,rust-diff
conformance,es6/templates/taggedTemplateStringsWithTagsTypedAsAnyES6.ts,[],go-pass,rust-diff
conformance,es6/templates/taggedTemplatesWithTypeArguments1.ts,[],go-pass,rust-diff
conformance,es6/templates/templateStringBinaryOperationsES6Invalid.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringBinaryOperationsInvalid.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInArrowFunction.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInArrowFunctionES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInCallExpression.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInCallExpressionES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInDivision.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInModulo.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInModuloES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInMultiplication.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInMultiplicationES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInNewExpression.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInNewExpressionES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInNewOperator.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInNewOperatorES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringInYieldKeyword.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringWithEmbeddedArrowFunction.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringWithEmbeddedArrowFunctionES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringWithEmbeddedYieldKeywordES6.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringsWithTypeErrorInFunctionExpressionsInSubstitutionExpression.ts,[],go-diff,rust-pass
conformance,es6/templates/templateStringsWithTypeErrorInFunctionExpressionsInSubstitutionExpressionES6.ts,[],go-diff,rust-pass
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions01.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions02.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions03.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions04.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions05.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions06.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions08.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions09.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions10.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions11.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions13.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions15.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions16.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInRegularExpressions18.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings01.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings02.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings03.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings04.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings05.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings06.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings08.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings09.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings10.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings11.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings13.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings15.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings16.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings18.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInStrings23.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates01.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates02.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates03.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates04.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates05.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates06.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates08.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates09.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates10.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates11.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates13.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates15.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates16.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates18.ts,[],go-pass,rust-missing-config
conformance,es6/unicodeExtendedEscapes/unicodeExtendedEscapesInTemplates20.ts,[],go-pass,rust-missing-config
conformance,es6/variableDeclarations/VariableDeclaration11_es6.ts,[],go-diff,rust-pass
conformance,es6/variableDeclarations/VariableDeclaration13_es6.ts,[],go-diff,rust-pass
conformance,es6/variableDeclarations/VariableDeclaration1_es6.ts,[],go-diff,rust-pass
