测试用例文件路径,原结果,rust 结果,rust 当前处理方式,配置
_submodules/TypeScript/tests/cases/compiler/modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts,"modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(4,18): error TS2550: Property 'from' does not exist on type 'ArrayConstructor'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2015' or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(10,13): error TS2583: Cannot find name 'Map'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2015' or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(17,5): error TS2339: Property 'name' does not exist on type '() => void'.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(20,6): error TS2550: Property 'sign' does not exist on type 'Math'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2015' or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(25,6): error TS2585: 'Symbol' only refers to a type, but is being used as a value here. Do you need to change your target library? Try changing the 'lib' compiler option to es2015 or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(29,18): error TS2585: 'Symbol' only refers to a type, but is being used as a value here. Do you need to change your target library? Try changing the 'lib' compiler option to es2015 or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(33,13): error TS2304: Cannot find name 'Proxy'.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(36,1): error TS2583: Cannot find name 'Reflect'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2015' or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(40,5): error TS2550: Property 'flags' does not exist on type 'RegExp'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2015' or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(44,5): error TS2550: Property 'includes' does not exist on type 'string'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2015' or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(47,9): error TS2585: 'Symbol' only refers to a type, but is being used as a value here. Do you need to change your target library? Try changing the 'lib' compiler option to es2015 or later.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(51,6): error TS2585: 'Symbol' only refers to a type, but is being used as a value here. Do you need to change your target library? Try changing the 'lib' compiler option to es2015 or later.","modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(4,18): error TS2339: Property 'from' does not exist on type 'ArrayConstructor'.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(17,5): error TS2339: Property 'name' does not exist on type '() => void'.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(20,6): error TS2551: Property 'sign' does not exist on type 'Math'. Did you mean 'sin'?
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(40,5): error TS2339: Property 'flags' does not exist on type 'RegExp'.
modularizeLibrary_ErrorFromUsingES6FeaturesWithOnlyES5Lib.ts(44,5): error TS2339: Property 'includes' does not exist on type 'string'.
",,default
_submodules/TypeScript/tests/cases/compiler/modularizeLibrary_TargetES6UsingES6Lib.ts,,"modularizeLibrary_TargetES6UsingES6Lib.ts(32,22): error TS2739: Type '{}' is missing the following properties from type 'ProxyHandler<{}>': apply, construct, defineProperty, deleteProperty, get, getOwnPropertyDescriptor, getPrototypeOf, has, isExtensible, ownKeys, preventExtensions, set, setPrototypeOf
",,default
_submodules/TypeScript/tests/cases/compiler/modularizeLibrary_UsingES5LibAndES6FeatureLibs.ts,,"modularizeLibrary_UsingES5LibAndES6FeatureLibs.ts(3,22): error TS2739: Type '{}' is missing the following properties from type 'ProxyHandler<{}>': apply, construct, defineProperty, deleteProperty, get, getOwnPropertyDescriptor, getPrototypeOf, has, isExtensible, ownKeys, preventExtensions, set, setPrototypeOf
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationDoesInterfaceMergeOfReexport.ts,,"augment.ts(9,21): error TS2694: Namespace 'reexport.ts' has no exported member 'Foo'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationDoesNamespaceEnumMergeOfReexport.ts,,"augment.ts(12,21): error TS2694: Namespace 'reexport.ts' has no exported member 'Root'.
augment.ts(13,13): error TS2694: Namespace 'reexport.ts' has no exported member 'Root'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationDoesNamespaceMergeOfReexport.ts,,"augment.ts(11,21): error TS2694: Namespace 'reexport.ts' has no exported member 'Root'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationDuringSyntheticDefaultCheck.ts,,"error TS6053: File 'idx' not found.
node_modules/moment-timezone/index.d.ts(3,16): error TS2664: Invalid module name in augmentation, module 'moment' cannot be found.


!!! error TS6053: File 'idx' not found.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationGlobal2.ts,,"f2.ts(11,11): error TS2339: Property 'getCountAsString' does not exist on type 'number[]'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationGlobal3.ts,,"f3.ts(4,11): error TS2339: Property 'getCountAsString' does not exist on type 'number[]'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationInAmbientModule5.ts,,"f.ts(5,11): error TS2339: Property 'getA' does not exist on type 'number[]'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationInDependency.ts,,"/node_modules/A/index.d.ts(1,16): error TS2664: Invalid module name in augmentation, module 'ext' cannot be found.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleAugmentationOfAlias.ts,,"/c.ts(3,7): error TS2339: Property 'x' does not exist on type 'I'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleDeclarationExportStarShadowingGlobalIsNameable.ts,,"index.ts(10,37): error TS2694: Namespace 'model/index.ts' has no exported member 'Account'.
index.ts(10,58): error TS2694: Namespace 'model/index.ts' has no exported member 'Acc'.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_empty.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_notSpecified.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_one.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.
/index.ts(1,10): error TS2305: Module '""./foo""' has no exported member 'ios'.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_oneBlank.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_oneNotFound.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.
/index.ts(1,10): error TS2305: Module '""./foo""' has no exported member 'ios'.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_one_dirModuleWithIndex.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.
/index.ts(1,10): error TS2305: Module '""./foo""' has no exported member 'ios'.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_threeLastIsBlank1.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.
/index.ts(1,10): error TS2305: Module '""./foo""' has no exported member 'ios'.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_threeLastIsBlank2.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.
/index.ts(1,10): error TS2305: Module '""./foo""' has no exported member 'native'.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_threeLastIsBlank3.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/moduleResolutionWithSuffixes_threeLastIsBlank4.ts,,"error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
  Visit https://aka.ms/ts6 for migration information.
/index.ts(1,22): error TS2307: Cannot find module './foo' or its corresponding type declarations.


!!! error TS5107: Option 'moduleResolution=node10' is deprecated and will stop functioning in TypeScript 7.0. Specify compilerOption '""ignoreDeprecations"": ""6.0""' to silence this error.
!!! error TS5107:   Visit https://aka.ms/ts6 for migration information.
",,default
_submodules/TypeScript/tests/cases/compiler/module_augmentUninstantiatedModule2.ts,,"app.ts(4,20): error TS2339: Property 'getNumber' does not exist on type 'IAngularStatic'.
moduleAugmentation.ts(2,16): error TS2664: Invalid module name in augmentation, module 'angular' cannot be found.
",,default
_submodules/TypeScript/tests/cases/compiler/multiLineContextDiagnosticWithPretty.ts,"[96mmultiLineContextDiagnosticWithPretty.ts[0m:[93m2[0m:[93m5[0m - [91merror[0m[90m TS2353: [0mObject literal may only specify known properties, and 'a' does not exist in type '{ c: string; }'.

[7m2[0m     a: {
[7m [0m [91m    ~[0m","multiLineContextDiagnosticWithPretty.ts(2,5): error TS2353: Object literal may only specify known properties, and 'a' does not exist in type '{ c: string; }'.
",,default
_submodules/TypeScript/tests/cases/compiler/namespacesWithTypeAliasOnlyExportsMerge.ts,,"circularWithUses.ts(12,29): error TS2694: Namespace 'NS2' has no exported member 'B'.
circularWithUses.ts(13,29): error TS2694: Namespace 'NS1' has no exported member 'A'.
circularWithUses.ts(14,29): error TS2694: Namespace 'NS2' has no exported member 'NS1'.
circularWithUses.ts(15,29): error TS2694: Namespace 'NS1' has no exported member 'NS2'.
constAndNS.ts(10,26): error TS2694: Namespace 'Q' has no exported member 'A'.
constAndNS.ts(18,32): error TS2694: Namespace 'default' has no exported member 'A'.
",,default
_submodules/TypeScript/tests/cases/compiler/narrowByParenthesizedSwitchExpression.ts,,"narrowByParenthesizedSwitchExpression.ts(23,7): error TS2339: Property 'bar' does not exist on type 'Foo | Bar'.
narrowByParenthesizedSwitchExpression.ts(27,7): error TS2339: Property 'foo' does not exist on type 'Foo | Bar'.
",,default
_submodules/TypeScript/tests/cases/compiler/narrowedConstInMethod.ts,,"narrowedConstInMethod.ts(6,28): error TS18047: 'x' is possibly 'null'.
narrowedConstInMethod.ts(15,28): error TS18047: 'x' is possibly 'null'.
",,default
_submodules/TypeScript/tests/cases/compiler/narrowedImports.ts,,"/x.ts(8,9): error TS2322: Type 'number | undefined' is not assignable to type 'number'.
  Type 'undefined' is not assignable to type 'number'.
/x.ts(9,9): error TS2322: Type 'number | undefined' is not assignable to type 'number'.
  Type 'undefined' is not assignable to type 'number'.
/x.ts(11,9): error TS2322: Type 'number | undefined' is not assignable to type 'number'.
  Type 'undefined' is not assignable to type 'number'.
",,default
_submodules/TypeScript/tests/cases/compiler/narrowingByTypeofInSwitch.ts,,"narrowingByTypeofInSwitch.ts(138,56): error TS2366: Function lacks ending return statement and return type does not include 'undefined'.
narrowingByTypeofInSwitch.ts(143,33): error TS2339: Property 'x' does not exist on type 'never'.
narrowingByTypeofInSwitch.ts(147,77): error TS2366: Function lacks ending return statement and return type does not include 'undefined'.
narrowingByTypeofInSwitch.ts(149,33): error TS2339: Property 'toString' does not exist on type 'never'.
narrowingByTypeofInSwitch.ts(158,38): error TS2349: This expression is not callable.
  Type 'never' has no call signatures.
narrowingByTypeofInSwitch.ts(159,39): error TS2339: Property 'y' does not exist on type 'never'.
narrowingByTypeofInSwitch.ts(160,37): error TS2345: Argument of type 'X | Y' is not assignable to parameter of type 'never'.
  Type 'X' is not assignable to type 'never'.
narrowingByTypeofInSwitch.ts(164,86): error TS2366: Function lacks ending return statement and return type does not include 'undefined'.
narrowingByTypeofInSwitch.ts(172,74): error TS2366: Function lacks ending return statement and return type does not include 'undefined'.
narrowingByTypeofInSwitch.ts(174,39): error TS2339: Property 'y' does not exist on type 'never'.
narrowingByTypeofInSwitch.ts(175,38): error TS2349: This expression is not callable.
  Type 'never' has no call signatures.
narrowingByTypeofInSwitch.ts(184,43): error TS2345: Argument of type 'number' is not assignable to parameter of type 'never'.
narrowingByTypeofInSwitch.ts(196,43): error TS2345: Argument of type 'string' is not assignable to parameter of type 'never'.
narrowingByTypeofInSwitch.ts(197,43): error TS2345: Argument of type 'number' is not assignable to parameter of type 'never'.
narrowingByTypeofInSwitch.ts(212,35): error TS2345: Argument of type 'number | boolean | object' is not assignable to parameter of type 'boolean | object'.
  Type 'number' is not assignable to type 'boolean | object'.
narrowingByTypeofInSwitch.ts(262,45): error TS2345: Argument of type '""hello"" | 3 | true' is not assignable to parameter of type 'never'.
  Type 'string' is not assignable to type 'never'.
narrowingByTypeofInSwitch.ts(292,35): error TS2345: Argument of type 'number | boolean | object' is not assignable to parameter of type 'boolean | object'.
  Type 'number' is not assignable to type 'boolean | object'.
narrowingByTypeofInSwitch.ts(308,94): error TS2366: Function lacks ending return statement and return type does not include 'undefined'.
",,default
_submodules/TypeScript/tests/cases/compiler/narrowingDestructuring.ts,,"narrowingDestructuring.ts(5,15): error TS2339: Property 'a' does not exist on type 'T'.
narrowingDestructuring.ts(8,15): error TS2339: Property 'b' does not exist on type 'T'.
narrowingDestructuring.ts(20,15): error TS2339: Property 'f' does not exist on type 'T'.
narrowingDestructuring.ts(23,15): error TS2339: Property 'g' does not exist on type 'T'.
",,default
_submodules/TypeScript/tests/cases/compiler/narrowingTypeofDiscriminant.ts,,"narrowingTypeofDiscriminant.ts(27,12): error TS18047: 'wrapped' is possibly 'null'.
narrowingTypeofDiscriminant.ts(34,12): error TS18047: 'wrapped' is possibly 'null'.
narrowingTypeofDiscriminant.ts(41,12): error TS18047: 'wrapped' is possibly 'null'.
",,default
_submodules/TypeScript/tests/cases/compiler/narrowingTypeofUndefined2.ts,,"narrowingTypeofUndefined2.ts(5,19): error TS2345: Argument of type 'T' is not assignable to parameter of type 'Array<unknown>'.
  Type 'undefined' is not assignable to type 'Array<unknown>'.
narrowingTypeofUndefined2.ts(6,15): error TS2322: Type 'T' is not assignable to type 'Array<unknown>'.
  Type 'undefined' is not assignable to type 'Array<unknown>'.
",,default
