norm_name,go_func,go_recv,go_file,rust_func,rust_file,rust_impl,match_type,score,aligned,marked_round,note
compute_package_id,,,,compute_package_id,tsox-tsoptions/src/module/resolver_impl_chunk_4.rs:172,Resolver,rust_only,0.0,,,
compute_position_map,ComputePositionMap,,tsc/internal/ast/positionmap.go:40,compute_position_map,tsox-frontend/src/ast/positionmap.rs:14,,exact,1.0,,,
compute_position_of_line_and_byte_offset,ComputePositionOfLineAndByteOffset,,tsc/internal/scanner/scanner.go:2730,,,,go_only,0.0,,,
compute_position_of_line_and_utf16_character,ComputePositionOfLineAndUTF16Character,,tsc/internal/scanner/scanner.go:2741,,,,go_only,0.0,,,
compute_program_common_source_directory,,,,compute_program_common_source_directory,tsox-emit/src/emitter/fixup_jsx_text.rs:117,,rust_only,0.0,,,
compute_program_file_changes,computeProgramFileChanges,toProgramSnapshot,tsc/internal/execute/incremental/programtosnapshot.go:73,,,,go_only,0.0,,,
compute_reference_file_diagnostic,computeReferenceFileDiagnostic,FileIncludeReason,tsc/internal/compiler/fileInclude.go:224,,,,go_only,0.0,,,
compute_reference_file_related_info,computeReferenceFileRelatedInfo,FileIncludeReason,tsc/internal/compiler/fileInclude.go:308,,,,go_only,0.0,,,
compute_should_use_require,computeShouldUseRequire,View,tsc/internal/ls/autoimport/fix.go:950,compute_should_use_require,tsox-lsp/src/ls/autoimport_view.rs:116,View,exact,1.0,,,
compute_signature_with_diagnostics,computeSignatureWithDiagnostics,snapshot,tsc/internal/execute/incremental/snapshot.go:396,,,,go_only,0.0,,,
compute_snapshot_changes,computeSnapshotChanges,,tsc/internal/api/session.go:3665,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,AccessorDeclarationBase,tsc/internal/ast/ast.go:1950,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ArrowFunction,tsc/internal/ast/ast.go:2064,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,AsExpression,tsc/internal/ast/ast.go:2097,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,AwaitExpression,tsc/internal/ast/ast.go:2199,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,BigIntLiteral,tsc/internal/ast/ast.go:2028,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,BinaryExpression,tsc/internal/ast/ast.go:2043,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,BindingElement,tsc/internal/ast/ast.go:1765,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,BindingPattern,tsc/internal/ast/ast.go:1734,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,CallExpression,tsc/internal/ast/ast.go:2131,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,CatchClause,tsc/internal/ast/ast.go:1696,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ClassLikeBase,tsc/internal/ast/ast.go:1801,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ClassStaticBlockDeclaration,tsc/internal/ast/ast.go:2008,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,CompositeBase,tsc/internal/ast/ast.go:1612,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ConstructorDeclaration,tsc/internal/ast/ast.go:1931,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,Decorator,tsc/internal/ast/ast.go:1678,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,EnumDeclaration,tsc/internal/ast/ast.go:1842,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,EnumMember,tsc/internal/ast/ast.go:1836,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ExportAssignment,tsc/internal/ast/ast.go:1900,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ExportDeclaration,tsc/internal/ast/ast.go:1908,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ExportSpecifier,tsc/internal/ast/ast.go:1916,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ExpressionWithTypeArguments,tsc/internal/ast/ast.go:2212,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ForInOrOfStatement,tsc/internal/ast/ast.go:1684,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,FunctionDeclaration,tsc/internal/ast/ast.go:1772,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,FunctionExpression,tsc/internal/ast/ast.go:2078,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,HeritageClause,tsc/internal/ast/ast.go:1821,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,Identifier,tsc/internal/ast/ast.go:2032,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ImportClause,tsc/internal/ast/ast.go:1891,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ImportEqualsDeclaration,tsc/internal/ast/ast.go:1868,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ImportSpecifier,tsc/internal/ast/ast.go:1882,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxAttribute,tsc/internal/ast/ast.go:2324,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxAttributes,tsc/internal/ast/ast.go:2286,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxClosingElement,tsc/internal/ast/ast.go:2334,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxClosingFragment,tsc/internal/ast/ast.go:2320,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxElement,tsc/internal/ast/ast.go:2279,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxExpression,tsc/internal/ast/ast.go:2338,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxFragment,tsc/internal/ast/ast.go:2311,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxNamespacedName,tsc/internal/ast/ast.go:2291,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxOpeningElement,tsc/internal/ast/ast.go:2297,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxOpeningFragment,tsc/internal/ast/ast.go:2316,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxSelfClosingElement,tsc/internal/ast/ast.go:2304,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxSpreadAttribute,tsc/internal/ast/ast.go:2330,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,JsxText,tsc/internal/ast/ast.go:2342,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,KeywordExpression,tsc/internal/ast/ast.go:2014,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,MetaProperty,tsc/internal/ast/ast.go:2153,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,MethodDeclaration,tsc/internal/ast/ast.go:1969,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ModuleDeclaration,tsc/internal/ast/ast.go:1853,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,NewExpression,tsc/internal/ast/ast.go:2143,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,NoSubstitutionTemplateLiteral,tsc/internal/ast/ast.go:2036,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,NodeDefault,tsc/internal/ast/ast.go:1242,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,NonNullExpression,tsc/internal/ast/ast.go:2157,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ParameterDeclaration,tsc/internal/ast/ast.go:1749,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,PrivateIdentifier,tsc/internal/ast/ast.go:1670,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,PropertyAccessExpression,tsc/internal/ast/ast.go:2113,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,PropertyAssignment,tsc/internal/ast/ast.go:2186,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,PropertyDeclaration,tsc/internal/ast/ast.go:1994,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ReturnStatement,tsc/internal/ast/ast.go:1691,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,SatisfiesExpression,tsc/internal/ast/ast.go:2105,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,ShorthandPropertyAssignment,tsc/internal/ast/ast.go:2192,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,SourceFile,tsc/internal/ast/ast.go:2821,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,SpreadAssignment,tsc/internal/ast/ast.go:2182,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,SpreadElement,tsc/internal/ast/ast.go:2161,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,TaggedTemplateExpression,tsc/internal/ast/ast.go:2165,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,TemplateHead,tsc/internal/ast/ast.go:2258,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,TemplateMiddle,tsc/internal/ast/ast.go:2265,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,TemplateTail,tsc/internal/ast/ast.go:2272,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,Token,tsc/internal/ast/ast.go:1623,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,TypeAssertion,tsc/internal/ast/ast.go:2204,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,TypeSyntaxBase,tsc/internal/ast/ast.go:1619,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,VariableDeclaration,tsc/internal/ast/ast.go:1718,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,VariableDeclarationList,tsc/internal/ast/ast.go:1725,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,VariableStatement,tsc/internal/ast/ast.go:1709,,,,go_only,0.0,,,
compute_subtree_facts,computeSubtreeFacts,YieldExpression,tsc/internal/ast/ast.go:2060,,,,go_only,0.0,,,
compute_type_at_flow_node,,,,compute_type_at_flow_node,tsox-checker/src/checker/flow_impl_chunk_checker_2.rs:6,Checker,rust_only,0.0,,,
compute_type_of_node,,,,compute_type_of_node,tsox-checker/src/checker/checker_impl_chunk_6_checker.rs:23,Checker,rust_only,0.0,,,
compute_type_predicate_of_signature,,,,compute_type_predicate_of_signature,tsox-checker/src/checker/checker_impl_chunk_5_checker_2.rs:174,Checker,rust_only,0.0,,,
compute_typings_info,ComputeTypingsInfo,Project,tsc/internal/project/project.go:552,,,,go_only,0.0,,,
computed_member_index_value_type,,,,computed_member_index_value_type,tsox-checker/src/checker/typenode_references_computed_index.rs:58,Checker,rust_only,0.0,,,
computed_member_literal_name,,,,computed_member_literal_name,tsox-checker/src/binder/symbols_binder_4.rs:235,Binder,rust_only,0.0,,,
concat_on_number_array_with_array_arg,,,,concat_on_number_array_with_array_arg,tsox/src/convergence_tests/checker_array_member_tests.rs:132,,rust_only,0.0,,,
concatenate,Concatenate,,tsc/internal/core/core.go:307,concatenate,tsox-core/src/core/core.rs:51,,exact,1.0,,,
concatenate_seq,ConcatenateSeq,,tsc/internal/core/core.go:737,,,,go_only,0.0,,,
concurrent_duration_events_use_separate_thread_ids,,,,concurrent_duration_events_use_separate_thread_ids,tsox-core/src/tracing/tests.rs:5,,rust_only,0.0,,,
cond_parts,,,,cond_parts,tsox-emit/src/printer/tests.rs:987,,rust_only,0.0,,,
cond_type_parts,,,,cond_type_parts,tsox-emit/src/printer/tests.rs:998,,rust_only,0.0,,,
condition_matches,conditionMatches,resolutionState,tsc/internal/module/resolver.go:1908,condition_matches,tsox-tsoptions/src/module/resolver_resolution_state_4.rs:62;tsox-tsoptions/src/module/resolver_resolution_state_8.rs:68,ResolutionState,exact,1.0,,,
conditional_check_type,ConditionalCheckType,tracedTypeAdapter,tsc/internal/checker/tracer.go:169,,,,go_only,0.0,,,
conditional_distribution_independent,,,,conditional_distribution_independent,tsox-checker/src/checker/relater_conditional_checker.rs:255,Checker,rust_only,0.0,,,
conditional_extends_type,ConditionalExtendsType,tracedTypeAdapter,tsc/internal/checker/tracer.go:180,,,,go_only,0.0,,,
conditional_fallback_related,,,,conditional_fallback_related,tsox-checker/src/checker/relater_conditional_checker_2.rs:178,Checker,rust_only,0.0,,,
conditional_fallback_related_probing,,,,conditional_fallback_related_probing,tsox-checker/src/checker/relater_conditional_checker_2.rs:198,Checker,rust_only,0.0,,,
conditional_false_type,ConditionalFalseType,tracedTypeAdapter,tsc/internal/checker/tracer.go:202,,,,go_only,0.0,,,
conditional_four_way_related,,,,conditional_four_way_related,tsox-checker/src/checker/relater_conditional_checker_2.rs:305,Checker,rust_only,0.0,,,
conditional_is_distribution_dependent,,,,conditional_is_distribution_dependent,tsox-checker/src/checker/relater_conditional_checker_2.rs:16,Checker,rust_only,0.0,,,
conditional_parts_intersection_empty,,,,conditional_parts_intersection_empty,tsox-checker/src/checker/relater_conditional_checker_2.rs:112,Checker,rust_only,0.0,,,
conditional_root_node_id,,,,conditional_root_node_id,tsox-checker/src/checker/relater_conditional_checker_2.rs:187,Checker,rust_only,0.0,,,
conditional_true_type,ConditionalTrueType,tracedTypeAdapter,tsc/internal/checker/tracer.go:191,,,,go_only,0.0,,,
conditional_type_related_to,,,,conditional_type_related_to,tsox-checker/src/checker/relater_conditional_checker.rs:6,Checker,rust_only,0.0,,,
conditional_type_to_type_node,conditionalTypeToTypeNode,NodeBuilderImpl,tsc/internal/checker/nodebuilderimpl.go:3001,,,,go_only,0.0,,,
config,Config,Session,tsc/internal/project/session.go:324,config,tsox-lsp/src/project/session_session.rs:76,Session,exact,1.0,,,
config_file_name,ConfigFileName,Project,tsc/internal/project/project.go:241,config_file_name,tsox-compile/src/compiler/program_3.rs:195,Program,exact,1.0,,,
config_file_name_str,,,,config_file_name_str,tsox-lsp/src/project/project.rs:106,Project,rust_only,0.0,,,
config_file_path,ConfigFilePath,Project,tsc/internal/project/project.go:249,config_file_path,tsox-lsp/src/project/project.rs:113,Project,exact,1.0,,,
config_file_registry,ConfigFileRegistry,ProjectCollection,tsc/internal/project/projectcollection.go:72,config_file_registry,tsox-lsp/src/project/project_collection.rs:60,ProjectCollection,exact,1.0,,,
config_name,ConfigName,ParsedCommandLine,tsc/internal/tsoptions/parsedcommandline.go:120,,,,go_only,0.0,,,
configure,Configure,FourslashTest,tsc/internal/fourslash/fourslash.go:803,configure,tsox-lsp/src/project/session_session.rs:80,Session,exact,1.0,,,
configure,Configure,Session,tsc/internal/project/session.go:346,configure,tsox-lsp/src/project/session_session.rs:80,Session,exact,1.0,,,
configure_format_settings,,,,configure_format_settings,tsox-lsp/src/fourslash/api.rs:57,,rust_only,0.0,,,
configure_with_reset,ConfigureWithReset,FourslashTest,tsc/internal/fourslash/fourslash.go:815,,,,go_only,0.0,,,
configured_project,ConfiguredProject,ProjectCollection,tsc/internal/project/projectcollection.go:74,configured_project,tsox-lsp/src/project/project_collection.rs:64,ProjectCollection,exact,1.0,,,
configured_projects,ConfiguredProjects,ProjectCollection,tsc/internal/project/projectcollection.go:91,configured_projects_vec,tsox-lsp/src/project/project_collection.rs:78,ProjectCollection,fuzzy,0.905,,,
conn_for,connFor,host,tsc/internal/contentmapper/hostimpl.go:825,,,,go_only,0.0,,,
conn_for_locked,connForLocked,host,tsc/internal/contentmapper/hostimpl.go:831,,,,go_only,0.0,,,
const_alias_initializer,,,,const_alias_initializer,tsox-checker/src/checker/flow_union_ops_checker_4.rs:6,Checker,rust_only,0.0,,,
const_assertion_parts,,,,const_assertion_parts,tsox-checker/src/checker/hover_quickinfo.rs:69,Checker,rust_only,0.0,,,
constant_expression,constantExpression,,tsc/internal/transformers/tstransforms/utilities.go:9,,,,go_only,0.0,,,
constituent_admits_property,,,,constituent_admits_property,tsox-checker/src/checker/flow_union_property_checker.rs:258,Checker,rust_only,0.0,,,
constituent_flags_all_unit,,,,constituent_flags_all_unit,tsox-checker/src/checker/flow_reachability_switch.rs:72,Checker,rust_only,0.0,,,
constituent_is_definitely_falsy,,,,constituent_is_definitely_falsy,tsox-checker/src/checker/flow_union_ops_checker.rs:6,Checker,rust_only,0.0,,,
constituent_matches_typeof,,,,constituent_matches_typeof,tsox-checker/src/checker/flow_narrow_discriminant_checker.rs:184,Checker,rust_only,0.0,,,
constituent_types,,,,constituent_types,tsox-checker/src/checker/flow_impl_chunk_checker_2.rs:205,Checker,rust_only,0.0,,,
constituents_base_constraint_union,,,,constituents_base_constraint_union,tsox-checker/src/checker/flow_narrow_destructured_checker.rs:203,Checker,rust_only,0.0,,,
constraint_chain_is_circular,,,,constraint_chain_is_circular,tsox-checker/src/checker/typenode_references_checker_7.rs:98,Checker,rust_only,0.0,,,
constraint_of_distributive_conditional,,,,constraint_of_distributive_conditional,tsox-checker/src/checker/relater_conditional_checker_2.rs:124,Checker,rust_only,0.0,,,
constraint_type_of_type_parameter_node,,,,constraint_type_of_type_parameter_node,tsox-checker/src/checker/services_type_argument_constraints.rs:76,,rust_only,0.0,,,
construct_signatures,ConstructSignatures,StructuredType,tsc/internal/checker/types.go:948,construct_signatures,tsox-checker/src/checker/types_impl_chunk.rs:218,StructuredTypeData,exact,1.0,,,
constructor_class_element_visit,constructorClassElementVisit,esDecoratorTransformer,tsc/internal/transformers/estransforms/esdecorator.go:417,,,,go_only,0.0,,,
constructor_display_parts,,,,constructor_display_parts,tsox-checker/src/checker/nodebuilder_checker_12.rs:841,Checker,rust_only,0.0,,,
constructor_jsdoc_documentation,,,,constructor_jsdoc_documentation,tsox-checker/src/checker/nodebuilder_checker_12.rs:1674,Checker,rust_only,0.0,,,
constructor_keyword_loc,,,,constructor_keyword_loc,tsox-checker/src/checker/checker_classes_ctor_super_calls.rs:112,Checker,rust_only,0.0,,,
constructor_visibilities_are_compatible,constructorVisibilitiesAreCompatible,Relater,tsc/internal/checker/relater.go:4550,,,,go_only,0.0,,,
consume_token_and_advance_scanner,consumeTokenAndAdvanceScanner,formatSpanWorker,tsc/internal/format/span.go:1042,consume_token_and_advance_scanner,tsox-frontend/src/format/span/consume.rs:15,FormatSpanWorker,exact,1.0,,,
contained_by,ContainedBy,TextRange,tsc/internal/core/text.go:58,contained_by,tsox-core/src/core/text.rs:72,TextRange,exact,1.0,,,
