norm_name,go_func,go_recv,go_file,rust_func,rust_file,rust_impl,match_type,score,aligned,marked_round,note
comment_directive_triple_slash_ts_ignore,,,,comment_directive_triple_slash_ts_ignore,tsox-frontend/src/scanner/tests.rs:335,,rust_only,0.0,,,
comment_directive_ts_expect_error_single_line,,,,comment_directive_ts_expect_error_single_line,tsox-frontend/src/scanner/tests.rs:315,,rust_only,0.0,,,
comment_directive_ts_ignore_single_line,,,,comment_directive_ts_ignore_single_line,tsox-frontend/src/scanner/tests.rs:326,,rust_only,0.0,,,
comment_directives,CommentDirectives,Scanner,tsc/internal/scanner/scanner.go:288,comment_directives,tsox-frontend/src/scanner/impl_chunk_scanner.rs:96,Scanner,exact,1.0,,,
comment_list,CommentList,Node,tsc/internal/ast/ast.go:896,,,,go_only,0.0,,,
comment_range,CommentRange,EmitContext,tsc/internal/printer/emitcontext.go:603,comment_ranges,tsox-lsp/src/ls/completions_context.rs:122,,fuzzy,0.963,,,
comment_will_emit_new_line,commentWillEmitNewLine,Printer,tsc/internal/printer/printer.go:3061,,,,go_only,0.0,,,
comments,Comments,Node,tsc/internal/ast/ast.go:946,comments,tsox-frontend/src/format/rules.rs:108,,exact,1.0,,,
commit_pending_mapping,commitPendingMapping,Generator,tsc/internal/sourcemap/generator.go:182,commit_pending_mapping,tsox-emit/src/sourcemap/mappings.rs:72,Generator,exact,1.0,,,
commit_semicolon,commitSemicolon,trailingSemicolonDeferringWriter,tsc/internal/printer/semicolon_writer.go:17,,,,go_only,0.0,,,
common_folders_host,,,,common_folders_host,tsox-tsoptions/src/vfs/vfsmatch_tests.rs:83,,rust_only,0.0,,,
common_properties_of_union,,,,common_properties_of_union,tsox-lsp/src/ls/completions_object_like_types.rs:228,,rust_only,0.0,,,
common_source_directory,CommonSourceDirectory,ParsedCommandLine,tsc/internal/tsoptions/parsedcommandline.go:157,common_source_directory,tsox-checker/src/checker/checker_heritage_retry_limit.rs:56;tsox-compile/src/compiler/program_3.rs:280;tsox-tsoptions/src/modulespecifiers/tests.rs:15;+1more,MockModuleSpecifierGenerationHost;Program,exact,1.0,,,
common_source_directory,CommonSourceDirectory,Program,tsc/internal/compiler/program.go:1731,common_source_directory,tsox-checker/src/checker/checker_heritage_retry_limit.rs:56;tsox-compile/src/compiler/program_3.rs:280;tsox-tsoptions/src/modulespecifiers/tests.rs:15;+1more,MockModuleSpecifierGenerationHost;Program,exact,1.0,,,
common_source_directory,CommonSourceDirectory,Program,tsc/internal/execute/incremental/program.go:131,common_source_directory,tsox-checker/src/checker/checker_heritage_retry_limit.rs:56;tsox-compile/src/compiler/program_3.rs:280;tsox-tsoptions/src/modulespecifiers/tests.rs:15;+1more,MockModuleSpecifierGenerationHost;Program,exact,1.0,,,
common_source_directory,CommonSourceDirectory,aliasResolver,tsc/internal/ls/autoimport/aliasresolver.go:153,common_source_directory,tsox-checker/src/checker/checker_heritage_retry_limit.rs:56;tsox-compile/src/compiler/program_3.rs:280;tsox-tsoptions/src/modulespecifiers/tests.rs:15;+1more,MockModuleSpecifierGenerationHost;Program,exact,1.0,,,
common_source_directory,CommonSourceDirectory,emitHost,tsc/internal/compiler/emitHost.go:110,common_source_directory,tsox-checker/src/checker/checker_heritage_retry_limit.rs:56;tsox-compile/src/compiler/program_3.rs:280;tsox-tsoptions/src/modulespecifiers/tests.rs:15;+1more,MockModuleSpecifierGenerationHost;Program,exact,1.0,,,
commonjs_export_class,,,,commonjs_export_class,tsox-emit/src/emitter/tests.rs:496,,rust_only,0.0,,,
commonjs_export_const,,,,commonjs_export_const,tsox-emit/src/emitter/tests.rs:480,,rust_only,0.0,,,
commonjs_export_default_expression,,,,commonjs_export_default_expression,tsox-emit/src/emitter/tests.rs:467,,rust_only,0.0,,,
commonjs_export_equals,,,,commonjs_export_equals,tsox-emit/src/emitter/tests.rs:474,,rust_only,0.0,,,
commonjs_export_function,,,,commonjs_export_function,tsox-emit/src/emitter/tests.rs:488,,rust_only,0.0,,,
commonjs_export_multiple_named,,,,commonjs_export_multiple_named,tsox-emit/src/emitter/tests.rs:536,,rust_only,0.0,,,
commonjs_export_named,,,,commonjs_export_named,tsox-emit/src/emitter/tests.rs:459,,rust_only,0.0,,,
commonjs_export_reexport,,,,commonjs_export_reexport,tsox-emit/src/emitter/tests.rs:543,,rust_only,0.0,,,
commonjs_import_default,,,,commonjs_import_default,tsox-emit/src/emitter/tests.rs:517,,rust_only,0.0,,,
commonjs_import_named,,,,commonjs_import_named,tsox-emit/src/emitter/tests.rs:504,,rust_only,0.0,,,
commonjs_import_namespace,,,,commonjs_import_namespace,tsox-emit/src/emitter/tests.rs:511,,rust_only,0.0,,,
commonjs_import_side_effect,,,,commonjs_import_side_effect,tsox-emit/src/emitter/tests.rs:523,,rust_only,0.0,,,
commonjs_import_type_stripped,,,,commonjs_import_type_stripped,tsox-emit/src/emitter/tests.rs:529,,rust_only,0.0,,,
commonjs_starts_with_use_strict,,,,commonjs_starts_with_use_strict,tsox-emit/src/emitter/tests.rs:453,,rust_only,0.0,,,
commonjs_target,,,,commonjs_target,tsox-core/src/core/compiler_options_tests.rs:16,,rust_only,0.0,,,
compact_and_merge_related_infos,compactAndMergeRelatedInfos,,tsc/internal/compiler/program.go:1608,,,,go_only,0.0,,,
compact_format,,,,compact_format,tsox-frontend/src/diagnosticwriter/tests.rs:51,,rust_only,0.0,,,
comparable_values_equal,comparableValuesEqual,,tsc/internal/core/core.go:765,,,,go_only,0.0,,,
compare,Compare,CodeAction,tsc/internal/ls/codeactions.go:49,compare,tsox-core/src/semver/version.rs:37,Version,exact,1.0,,,
compare,Compare,Version,tsc/internal/semver/version.go:83,compare,tsox-core/src/semver/version.rs:37,Version,exact,1.0,,,
compare_ast_diagnostics,CompareASTDiagnostics,,tsc/internal/diagnosticwriter/diagnosticwriter.go:192,,,,go_only,0.0,,,
compare_booleans,CompareBooleans,,tsc/internal/core/core.go:869,compare_booleans,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:3,,exact,1.0,,,
compare_completion_entries,CompareCompletionEntries,,tsc/internal/ls/completions.go:3831,compare_completion_entries,tsox-lsp/src/fourslash/api_completions.rs:52,,exact,1.0,,,
compare_decimal_strings,compareDecimalStrings,,tsc/internal/scanner/regexp.go:137,compare_decimal_strings,tsox-frontend/src/scanner/regexp_reg_exp_flag_modifiers.rs:57,,exact,1.0,,,
compare_declaration_infos,compareDeclarationInfos,,tsc/internal/ls/symbols.go:649,,,,go_only,0.0,,,
compare_diagnostics,CompareDiagnostics,,tsc/internal/ast/diagnostic.go:482,,,,go_only,0.0,,,
compare_diagnostics,compareDiagnostics,,tsc/internal/fourslash/fourslash.go:5651,,,,go_only,0.0,,,
compare_diagnostics,CompareDiagnostics,,tsc/internal/lsp/lsproto/util.go:89,,,,go_only,0.0,,,
compare_dir,compareDir,kqueueBackend,tsc/internal/fswatch/kqueue.go:565,,,,go_only,0.0,,,
compare_element_labels,compareElementLabels,,tsc/internal/checker/utilities.go:663,,,,go_only,0.0,,,
compare_emit_helpers,compareEmitHelpers,,tsc/internal/printer/helpers.go:17,,,,go_only,0.0,,,
compare_fix_kinds,compareFixKinds,,tsc/internal/ls/autoimport/fix.go:1025,compare_fix_kinds,tsox-lsp/src/ls/autoimport_fix.rs:140,FileSyntaxKind,exact,1.0,,,
compare_fixes_for_ranking,CompareFixesForRanking,View,tsc/internal/ls/autoimport/fix.go:1018,compare_fixes_for_ranking,tsox-lsp/src/ls/autoimport_view.rs:99,View,exact,1.0,,,
compare_fixes_for_sorting,CompareFixesForSorting,View,tsc/internal/ls/autoimport/fix.go:1008,compare_fixes_for_sorting,tsox-lsp/src/ls/autoimport_view.rs:103,View,exact,1.0,,,
compare_import_kind,compareImportKind,,tsc/internal/ls/lsutil/organizeimports.go:319,compare_import_kind,tsox-lsp/src/ls/lsutil_organize_imports_imports.rs:56,,exact,1.0,,,
compare_import_or_export_specifiers,compareImportOrExportSpecifiers,,tsc/internal/ls/lsutil/organizeimports.go:377,compare_import_or_export_specifiers,tsox-lsp/src/ls/lsutil_organize_imports_imports.rs:83,,exact,1.0,,,
compare_imports_or_require_statements,CompareImportsOrRequireStatements,,tsc/internal/ls/lsutil/organizeimports.go:370,compare_imports_or_require_statements,tsox-lsp/src/ls/lsutil_organize_imports_imports.rs:44,,exact,1.0,,,
compare_message_chain_content,compareMessageChainContent,,tsc/internal/ast/diagnostic.go:452,,,,go_only,0.0,,,
compare_message_chain_size,compareMessageChainSize,,tsc/internal/ast/diagnostic.go:438,,,,go_only,0.0,,,
compare_module_specifier_relativity,compareModuleSpecifierRelativity,,tsc/internal/ls/autoimport/fix.go:1329,compare_module_specifier_relativity,tsox-lsp/src/ls/autoimport_fix.rs:144,FileSyntaxKind,exact,1.0,,,
compare_module_specifiers,CompareModuleSpecifiers,,tsc/internal/ls/lsutil/organizeimports.go:307,compare_module_specifiers,tsox-lsp/src/ls/lsutil_organize_imports_imports.rs:23,,exact,1.0,,,
compare_module_specifiers_for_ranking,compareModuleSpecifiersForRanking,View,tsc/internal/ls/autoimport/fix.go:1029,,,,go_only,0.0,,,
compare_module_specifiers_for_sorting,compareModuleSpecifiersForSorting,View,tsc/internal/ls/autoimport/fix.go:1052,,,,go_only,0.0,,,
compare_node_core_module_specifiers,compareNodeCoreModuleSpecifiers,View,tsc/internal/ls/autoimport/fix.go:1073,,,,go_only,0.0,,,
compare_node_positions,CompareNodePositions,,tsc/internal/ast/utilities.go:3791,,,,go_only,0.0,,,
compare_nodes,compareNodes,Checker,tsc/internal/checker/utilities.go:392,,,,go_only,0.0,,,
compare_nodes_for_display,,,,compare_nodes_for_display,tsox-checker/src/checker/nodebuilder_checker_9.rs:864,Checker,rust_only,0.0,,,
compare_number_of_directory_separators,CompareNumberOfDirectorySeparators,,tsc/internal/tspath/path.go:1267,,,,go_only,0.0,,,
compare_numeric_text,compareNumericText,,tsc/internal/ls/lsutil/organizeimports.go:193,compare_numeric_text,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:163,,exact,1.0,,,
compare_organize_imports_case,compareOrganizeImportsCase,,tsc/internal/ls/lsutil/organizeimports.go:216,compare_organize_imports_case,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:191,,exact,1.0,,,
compare_organize_imports_case_upper_first,compareOrganizeImportsCaseUpperFirst,,tsc/internal/ls/lsutil/organizeimports.go:212,compare_organize_imports_case_upper_first,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:183,,exact,1.0,,,
compare_organize_imports_natural_strings,compareOrganizeImportsNaturalStrings,,tsc/internal/ls/lsutil/organizeimports.go:99,compare_organize_imports_natural_strings,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:32,,exact,1.0,,,
compare_organize_imports_unicode_keys,compareOrganizeImportsUnicodeKeys,,tsc/internal/ls/lsutil/organizeimports.go:146,compare_organize_imports_unicode_keys,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:117,,exact,1.0,,,
compare_organize_imports_unicode_strings,compareOrganizeImportsUnicodeStrings,,tsc/internal/ls/lsutil/organizeimports.go:113,compare_organize_imports_unicode_strings,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:52,,exact,1.0,,,
compare_paths,ComparePaths,,tsc/internal/tspath/path.go:1001,,,,go_only,0.0,,,
compare_paths_by_parts,comparePathsByParts,,tsc/internal/vfs/vfstest/vfstest.go:187,,,,go_only,0.0,,,
compare_paths_by_redirect,comparePathsByRedirect,,tsc/internal/modulespecifiers/util.go:29,compare_paths_by_redirect,tsox-tsoptions/src/modulespecifiers/paths.rs:230,,exact,1.0,,,
compare_paths_case_insensitive,ComparePathsCaseInsensitive,,tsc/internal/tspath/path.go:1050,,,,go_only,0.0,,,
compare_paths_case_sensitive,ComparePathsCaseSensitive,,tsc/internal/tspath/path.go:1046,,,,go_only,0.0,,,
compare_paths_options,comparePathsOptions,Watcher,tsc/internal/execute/watcher.go:271,,,,go_only,0.0,,,
compare_pattern_keys,ComparePatternKeys,,tsc/internal/module/util.go:89,compare_pattern_keys,tsox-tsoptions/src/module/mod.rs:225,Extensions,exact,1.0,,,
compare_positions,ComparePositions,,tsc/internal/lsp/lsproto/util.go:11,compare_positions,tsox-lsp/src/lsp/lsproto_util.rs:5,,exact,1.0,,,
compare_pre_release_identifier,comparePreReleaseIdentifier,,tsc/internal/semver/version.go:143,compare_prerelease_identifier,tsox-core/src/semver/version.rs:98,Version,fuzzy,0.983,,,
compare_pre_release_identifiers,comparePreReleaseIdentifiers,,tsc/internal/semver/version.go:123,,,,go_only,0.0,,,
compare_prerelease,,,,compare_prerelease,tsox-core/src/semver/version.rs:79,Version,rust_only,0.0,,,
compare_properties,compareProperties,Checker,tsc/internal/checker/checker.go:28023,,,,go_only,0.0,,,
compare_properties_identical,,,,compare_properties_identical,tsox-checker/src/checker/relater_relate_impl_chunk_checker_16.rs:32,Checker,rust_only,0.0,,,
compare_ranges,CompareRanges,,tsc/internal/lsp/lsproto/util.go:22,compare_ranges,tsox-lsp/src/lsp/lsproto_util.rs:12,,exact,1.0,,,
compare_related_diagnostics,compareRelatedDiagnostics,,tsc/internal/fourslash/fourslash.go:5675,,,,go_only,0.0,,,
compare_related_info,compareRelatedInfo,,tsc/internal/ast/diagnostic.go:468,,,,go_only,0.0,,,
compare_signature_parameters,,,,compare_signature_parameters,tsox-checker/src/checker/relater_relate_impl_chunk_compare_signature_parameters.rs:6,Checker,rust_only,0.0,,,
compare_signature_return_type,,,,compare_signature_return_type,tsox-checker/src/checker/relater_relate_impl_chunk_compare_signature_return_type.rs:6,Checker,rust_only,0.0,,,
compare_signatures_identical,compareSignaturesIdentical,Checker,tsc/internal/checker/relater.go:2200,compare_signatures_identical,tsox-checker/src/checker/relater_relate_impl_chunk_checker_12.rs:212,Checker,exact,1.0,,,
compare_signatures_related,compareSignaturesRelated,Checker,tsc/internal/checker/relater.go:1491,compare_signatures_related,tsox-checker/src/checker/relater_relate_impl_chunk_checker_11.rs:6,Checker,exact,1.0,,,
compare_strings_case_insensitive,CompareStringsCaseInsensitive,,tsc/internal/stringutil/compare.go:34,compare_strings_case_insensitive,tsox-core/src/stringutil/mod.rs:65,,exact,1.0,,,
compare_strings_case_insensitive_eslint_compatible,CompareStringsCaseInsensitiveEslintCompatible,,tsc/internal/stringutil/compare.go:121,,,,go_only,0.0,,,
compare_strings_case_insensitive_then_sensitive,CompareStringsCaseInsensitiveThenSensitive,,tsc/internal/stringutil/compare.go:102,,,,go_only,0.0,,,
compare_strings_case_sensitive,CompareStringsCaseSensitive,,tsc/internal/stringutil/compare.go:63,compare_strings_case_sensitive,tsox-core/src/stringutil/mod.rs:69,,exact,1.0,,,
compare_strings_numeric,compareStringsNumeric,,tsc/internal/ls/lsutil/organizeimports.go:153,compare_strings_numeric,tsox-lsp/src/ls/lsutil_organize_imports_compare_strings.rs:125,,exact,1.0,,,
compare_sub_terms,,,,compare_sub_terms,tsox-checker/src/checker/utilities_has_only_expression_initialization.rs:294,,rust_only,0.0,,,
compare_symbol_chains_worker,compareSymbolChainsWorker,Checker,tsc/internal/checker/symbolaccessibility.go:595,compare_symbol_chains,tsox-checker/src/checker/symbolaccessibility_checker_3.rs:272,Checker,fuzzy,0.857,,,
compare_symbols,CompareSymbols,Checker,tsc/internal/checker/exports.go:386,compare_symbols,tsox-checker/src/checker/exports_impl_chunk.rs:390,Checker,exact,1.0,,,
compare_symbols_for_display,,,,compare_symbols_for_display,tsox-checker/src/checker/nodebuilder_checker_9.rs:853,Checker,rust_only,0.0,,,
compare_symbols_worker,compareSymbolsWorker,Checker,tsc/internal/checker/utilities.go:365,,,,go_only,0.0,,,
compare_test_files,compareTestFiles,,tsc/internal/testutil/harnessutil/harnessutil.go:832,parse_test_files,tsox/src/testutil/test_case_parser.rs:21,,fuzzy,0.882,,,
compare_text_ranges,CompareTextRanges,,tsc/internal/core/text.go:76,compare_text_ranges,tsox-core/src/core/text.rs:89,TextRange,exact,1.0,,,
compare_tuple_types,compareTupleTypes,,tsc/internal/checker/utilities.go:640,parse_tuple_types,tsox-frontend/src/parser/tests.rs:818,,fuzzy,0.889,,,
compare_type_ids,compareTypeIds,,tsc/internal/checker/checker.go:26995,,,,go_only,0.0,,,
compare_type_lists,compareTypeLists,,tsc/internal/checker/utilities.go:676,compare_type_lists,tsox-checker/src/checker/utilities_has_only_expression_initialization.rs:208,,exact,1.0,,,
compare_type_mappers,compareTypeMappers,,tsc/internal/checker/utilities.go:688,,,,go_only,0.0,,,
compare_type_names,compareTypeNames,,tsc/internal/checker/utilities.go:605,compare_type_names,tsox-checker/src/checker/utilities_has_only_expression_initialization.rs:188,,exact,1.0,,,
compare_type_parameters_identical,compareTypeParametersIdentical,Checker,tsc/internal/checker/relater.go:2280,compare_type_parameters_identical,tsox-checker/src/checker/relater_type_arguments.rs:94,Checker,exact,1.0,,,
compare_type_predicate_related_to,compareTypePredicateRelatedTo,Checker,tsc/internal/checker/relater.go:1675,compare_type_predicate_related_to,tsox-checker/src/checker/relater_relate_impl_chunk_checker_12.rs:6,Checker,exact,1.0,,,
compare_type_predicates_identical,compareTypePredicatesIdentical,Checker,tsc/internal/checker/relater.go:2303,compare_type_predicates_identical,tsox-checker/src/checker/relater_compare_checker_5.rs:52,Checker,exact,1.0,,,
compare_types,CompareTypes,,tsc/internal/checker/utilities.go:414,compare_types,tsox-checker/src/checker/relater_relate_impl_chunk_checker_12.rs:30;tsox-checker/src/checker/utilities_has_only_expression_initialization.rs:330,Checker,exact,1.0,,,
compare_types_and_depth,compareTypesAndDepth,,tsc/internal/checker/inference.go:410,compare_types_and_depth,tsox-checker/src/checker/inference_checker_8.rs:549,Checker,exact,1.0,,,
compare_types_assignable_simple,compareTypesAssignableSimple,Checker,tsc/internal/checker/relater.go:128,compare_types_assignable_simple,tsox-checker/src/checker/relater_compare_checker.rs:21,Checker,exact,1.0,,,
compare_types_assignable_worker,compareTypesAssignableWorker,Checker,tsc/internal/checker/relater.go:135,compare_types_assignable_worker,tsox-checker/src/checker/relater_compare_checker.rs:33,Checker,exact,1.0,,,
compare_types_equal,compareTypesEqual,,tsc/internal/checker/checker.go:28050,,,,go_only,0.0,,,
compare_types_identical,compareTypesIdentical,Checker,tsc/internal/checker/relater.go:121,compare_types_identical,tsox-checker/src/checker/relater_compare_checker.rs:13,Checker,exact,1.0,,,
compare_types_subtype_of,compareTypesSubtypeOf,Checker,tsc/internal/checker/relater.go:142,compare_types_subtype_of,tsox-checker/src/checker/relater_compare_checker.rs:46,Checker,exact,1.0,,,
compare_union_member_structure,,,,compare_union_member_structure,tsox-checker/src/checker/utilities_has_only_expression_initialization.rs:275,,rust_only,0.0,,,
compare_union_members,,,,compare_union_members,tsox-checker/src/checker/utilities_has_only_expression_initialization.rs:251,,rust_only,0.0,,,
compare_version,,,,compare_version,tsox-lsp/src/ls/completions_path_mapping.rs:278,,rust_only,0.0,,,
compile_and_emit,compileAndEmit,BuildTask,tsc/internal/execute/build/buildtask.go:226,,,,go_only,0.0,,,
compile_and_emit,compileAndEmit,Watcher,tsc/internal/execute/watcher.go:607,,,,go_only,0.0,,,
compile_declaration_files,compileDeclarationFiles,,tsc/internal/testutil/tsbaseline/js_emit_baseline.go:265,,,,go_only,0.0,,,
compile_files,CompileFiles,,tsc/internal/testutil/harnessutil/harnessutil.go:81,,,,go_only,0.0,,,
compile_files_ex,CompileFilesEx,,tsc/internal/testutil/harnessutil/harnessutil.go:115,,,,go_only,0.0,,,
compile_files_with_host,compileFilesWithHost,,tsc/internal/testutil/harnessutil/harnessutil.go:626,,,,go_only,0.0,,,
compile_glob_pattern,compileGlobPattern,,tsc/internal/vfs/vfsmatch/vfsmatch.go:141,compile_glob_pattern,tsox-tsoptions/src/vfs/vfsmatch_unlimited_depth.rs:181,,exact,1.0,,,
compile_once,,,,compile_once,tsox-execute/src/execute/watch.rs:97,,rust_only,0.0,,,
compile_test_case,,,,compile_test_case,tsox/src/bin/compiler_tests.rs:48,,rust_only,0.0,,,
compiler_options,CompilerOptions,ParsedCommandLine,tsc/internal/tsoptions/parsedcommandline.go:314,compiler_options,tsox-tsoptions/src/module/resolver_impl_chunk_2.rs:26;tsox-tsoptions/src/module/resolver_impl_chunk_4.rs:26,Resolver,exact,1.0,,,
compiler_options_affect_declaration_path,CompilerOptionsAffectDeclarationPath,,tsc/internal/tsoptions/declscompiler.go:1259,,,,go_only,0.0,,,
compiler_options_affect_emit,CompilerOptionsAffectEmit,,tsc/internal/tsoptions/declscompiler.go:1268,,,,go_only,0.0,,,
compiler_options_affect_semantic_diagnostics,CompilerOptionsAffectSemanticDiagnostics,,tsc/internal/tsoptions/declscompiler.go:1250,,,,go_only,0.0,,,
compiles_multiple_files,,,,compiles_multiple_files,tsox-execute/src/execute/tests.rs:850,BufferWriter,rust_only,0.0,,,
compiles_simple_file,,,,compiles_simple_file,tsox-execute/src/execute/tests.rs:147,BufferWriter,rust_only,0.0,,,
completion_file_name,,,,completion_file_name,tsox-lsp/src/ls/completions_path.rs:310,ModuleCompletionSet,rust_only,0.0,,,
completion_function_members_plus,CompletionFunctionMembersPlus,,tsc/internal/fourslash/tests/util/util.go:1533,,,,go_only,0.0,,,
completion_function_members_with_prototype_plus,CompletionFunctionMembersWithPrototypePlus,,tsc/internal/fourslash/tests/util/util.go:1552,,,,go_only,0.0,,,
completion_global_types_plus,CompletionGlobalTypesPlus,,tsc/internal/fourslash/tests/util/util.go:1424,,,,go_only,0.0,,,
completion_globals_in_js_plus,CompletionGlobalsInJSPlus,,tsc/internal/fourslash/tests/util/util.go:1462,,,,go_only,0.0,,,
completion_globals_plus,CompletionGlobalsPlus,,tsc/internal/fourslash/tests/util/util.go:1410,,,,go_only,0.0,,,
completion_info_from_data,completionInfoFromData,LanguageService,tsc/internal/ls/completions.go:1821,,,,go_only,0.0,,,
completion_item_kind,,,,completion_item_kind,tsox-lsp/src/lsp/features.rs:268,LspServer,rust_only,0.0,,,
completion_labels_at,,,,completion_labels_at,tsox-lsp/src/fourslash/api_completions.rs:6,,rust_only,0.0,,,
completion_name_for_literal,completionNameForLiteral,,tsc/internal/ls/completions.go:2123,,,,go_only,0.0,,,
completion_type_keywords_plus,CompletionTypeKeywordsPlus,,tsc/internal/fourslash/tests/util/util.go:1561,,,,go_only,0.0,,,
component_attributes_type,,,,component_attributes_type,tsox-lsp/src/ls/completions_jsx_children.rs:113,,rust_only,0.0,,,
component_name_range,componentNameRange,,tsc/internal/testutil/contentmappertest/component.go:127,,,,go_only,0.0,,,
component_props_type,,,,component_props_type,tsox-checker/src/checker/jsx_props_check.rs:105,Checker,rust_only,0.0,,,
compute_active_parameter,computeActiveParameter,LanguageService,tsc/internal/ls/signaturehelp.go:420,,,,go_only,0.0,,,
compute_base_constraint,computeBaseConstraint,Checker,tsc/internal/checker/checker.go:27841,,,,go_only,0.0,,,
compute_commit_characters_and_is_new_identifier,computeCommitCharactersAndIsNewIdentifier,,tsc/internal/ls/completions.go:4088,,,,go_only,0.0,,,
compute_common_source_directory_of_filenames,computeCommonSourceDirectoryOfFilenames,,tsc/internal/outputpaths/commonsourcedirectory.go:8,compute_common_source_directory_of_filenames,tsox-emit/src/emitter/fixup_jsx_text.rs:140,,exact,1.0,,,
compute_config_file_name,computeConfigFileName,configFileRegistryBuilder,tsc/internal/project/configfileregistrybuilder.go:665,,,,go_only,0.0,,,
compute_constant_enum_member_value,computeConstantEnumMemberValue,Checker,tsc/internal/checker/checker.go:24346,compute_constant_enum_member_value,tsox-checker/src/checker/checker_enums.rs:168,Checker,exact,1.0,,,
compute_declaration_map,computeDeclarationMap,SourceFile,tsc/internal/ast/ast.go:2977,,,,go_only,0.0,,,
compute_dependencies_for_node_modules_directory,computeDependenciesForNodeModulesDirectory,registryBuilder,tsc/internal/ls/autoimport/registry.go:1299,,,,go_only,0.0,,,
compute_desired_watches,computeDesiredWatches,Orchestrator,tsc/internal/execute/build/orchestrator.go:477,,,,go_only,0.0,,,
compute_desired_watches,computeDesiredWatches,Watcher,tsc/internal/execute/watcher.go:207,,,,go_only,0.0,,,
compute_diagnostic,computeDiagnostic,FileIncludeReason,tsc/internal/compiler/fileInclude.go:170,compute_all_diagnostics,tsox-lsp/src/lsp/handlers.rs:171,LspServer,fuzzy,0.878,,,
compute_dts_signature,computeDtsSignature,affectedFilesHandler,tsc/internal/execute/incremental/affectedfileshandler.go:69,compute_options_signature,tsox-execute/src/execute/compute_options_signature.rs:5,,fuzzy,0.87,,,
compute_ecma_line_starts,ComputeECMALineStarts,,tsc/internal/core/core.go:430,,,,go_only,0.0,,,
compute_ecma_line_starts_seq,ComputeECMALineStartsSeq,,tsc/internal/core/core.go:435,,,,go_only,0.0,,,
compute_enum_member_value,computeEnumMemberValue,Checker,tsc/internal/checker/checker.go:24309,compute_enum_member_value,tsox-checker/src/checker/checker_enums.rs:106,Checker,exact,1.0,,,
compute_enum_member_values,computeEnumMemberValues,Checker,tsc/internal/checker/checker.go:24289,compute_enum_member_values,tsox-checker/src/checker/checker_enums.rs:76,Checker,exact,1.0,,,
compute_exhaustive_switch_statement,computeExhaustiveSwitchStatement,Checker,tsc/internal/checker/flow.go:1949,compute_exhaustive_switch_statement,tsox-checker/src/checker/flow_reachability_switch.rs:23,Checker,exact,1.0,,,
compute_file_based_test_configuration_variations,computeFileBasedTestConfigurationVariations,,tsc/internal/testutil/harnessutil/harnessutil.go:1202,,,,go_only,0.0,,,
compute_file_based_test_configuration_variations_worker,computeFileBasedTestConfigurationVariationsWorker,,tsc/internal/testutil/harnessutil/harnessutil.go:1208,,,,go_only,0.0,,,
compute_fn,computeFn,,tsc/internal/tsoptions/showconfig.go:15,,,,go_only,0.0,,,
compute_hash,ComputeHash,,tsc/internal/execute/incremental/snapshot.go:32,,,,go_only,0.0,,,
compute_hash,computeHash,snapshot,tsc/internal/execute/incremental/snapshot.go:436,,,,go_only,0.0,,,
compute_indentation,computeIndentation,formatSpanWorker,tsc/internal/format/span.go:549,compute_indentation,tsox-frontend/src/format/span/process.rs:470,FormatSpanWorker,exact,1.0,,,
compute_index_of_line_start,ComputeIndexOfLineStart,LSPLineMap,tsc/internal/ls/lsconv/linemap.go:56,compute_index_of_line_start,tsox-lsp/src/ls/lsconv_linemap.rs:49,LspLineMap,exact,1.0,,,
compute_is_uniform_union_type,computeIsUniformUnionType,Checker,tsc/internal/checker/checker.go:28181,,,,go_only,0.0,,,
compute_key_property_name_and_map,computeKeyPropertyNameAndMap,Checker,tsc/internal/checker/relater.go:1132,,,,go_only,0.0,,,
compute_line_of_position,ComputeLineOfPosition,,tsc/internal/scanner/scanner.go:2655,,,,go_only,0.0,,,
compute_line_starts,computeLineStarts,,tsc/internal/fourslash/fourslash.go:3708,compute_line_starts,tsox-emit/src/emitter/emit_result.rs:16,,exact,1.0,,,
compute_lsp_line_starts,ComputeLSPLineStarts,,tsc/internal/ls/lsconv/linemap.go:19,compute_lsp_line_starts,tsox-lsp/src/ls/lsconv_linemap.rs:8,,exact,1.0,,,
compute_matches_disk_text,computeMatchesDiskText,Overlay,tsc/internal/project/overlayfs.go:162,,,,go_only,0.0,,,
compute_module_specifiers,computeModuleSpecifiers,,tsc/internal/modulespecifiers/specifiers.go:364,,,,go_only,0.0,,,
compute_new_text,computeNewText,Tracker,tsc/internal/ls/change/trackerimpl.go:112,compute_new_text,tsox-lsp/src/ls/change_tracker_impl.rs:26,Tracker,exact,1.0,,,
compute_object_kind,,,,compute_object_kind,tsox-tsoptions/src/packagejson/exports.rs:32,ExportsOrImports,rust_only,0.0,,,
compute_options_hash,,,,compute_options_hash,tsox-compile/src/incremental/mod.rs:135,BuildInfo,rust_only,0.0,,,
