key,seconds
compiler/es6ImportDefaultBindingFollowedWithNamespaceBinding1InEs5.ts,2.80
compiler/es6ImportDefaultBindingInEs5.ts,4.10
compiler/es6ImportNameSpaceImportInEs5.ts,3.90
compiler/es6ImportNameSpaceImportNoNamedExports.ts,4.00
compiler/es6ImportNamedImportInEs5.ts,2.81
compiler/es6ImportWithJsDocTags.ts,0.10
compiler/esDecoratorExtendsNull.ts,0.10
compiler/esModuleInteropImportTSLibHasImport.ts,0.10
compiler/esModuleInteropTslibHelpers.ts,0.10
compiler/esModuleInteropWithExportStar.ts,4.10
compiler/escapedIdentifiers.ts,0.10
compiler/evalAfter0.ts,0.10
compiler/exhaustiveSwitchImplicitReturn.ts,0.10
compiler/expandoFunctionAsAssertion.ts,7.31
compiler/expandoFunctionContextualTypesJSDocInTs.ts,4.51
compiler/expandoFunctionContextualTypesJs.ts,0.10
compiler/expandoFunctionContextualTypesNoValue.ts,11.82
compiler/expandoFunctionNestedAssigments.ts,2.51
compiler/expandoFunctionSymbolPropertyJs.ts,0.10
compiler/expandoPropertyEmptyArrayWidening.ts,7.41
compiler/exportDeclarationForModuleOrEnumWithMemberOfSameName.ts,5.81
compiler/exportDefaultMarksIdentifierAsUsed.ts,0.10
compiler/exportDefaultParenthesize.ts,2.61
compiler/exportDefaultWithJSDoc1.ts,0.10
compiler/exportDefaultWithJSDoc2.ts,0.10
compiler/exportEmptyArrayBindingPattern.ts,0.10
compiler/exportEmptyObjectBindingPattern.ts,0.10
compiler/exportObjectRest.ts,0.10
compiler/extendedUnicodePlaneIdentifiersJSDoc.ts,0.10
compiler/extendingCollectionsWithCheckJs.ts,0.10
compiler/extendsJavaScript.ts,0.10
compiler/fillInMissingTypeArgsOnJSConstructCalls.ts,0.10
compiler/for.ts,0.10
compiler/forwardRefInTypeDeclaration.ts,7.41
compiler/functionExpressionNames.ts,0.10
compiler/functionOverloads12.ts,0.10
compiler/functionReturn.ts,0.10
compiler/functionReturningItself.ts,30.14
compiler/functionWithNoBestCommonType1.ts,0.10
compiler/functionWithNoBestCommonType2.ts,0.10
compiler/functionsMissingReturnStatementsAndExpressions.ts,0.10
compiler/functionsWithImplicitReturnTypeAssignableToUndefined.ts,0.10
compiler/funduleOfFunctionWithoutReturnTypeAnnotation.ts,30.11
compiler/generatorTransformFinalLabel.ts,0.10
compiler/genericCallInferenceInConditionalTypes1.ts,30.10
compiler/genericDefaultsJs.ts,0.10
compiler/genericMethodOverspecialization.ts,30.11
compiler/getSetEnumerable.ts,4.01
compiler/ifElseWithStatements1.ts,0.10
compiler/implicitAnyFromCircularInference.ts,30.11
compiler/impliedNodeFormatEmit1.ts,0.10
compiler/impliedNodeFormatEmit2.ts,0.10
compiler/impliedNodeFormatEmit3.ts,0.10
compiler/impliedNodeFormatEmit4.ts,0.10
compiler/importAssertionsDeprecatedIgnored.ts,0.10
compiler/importAttributeArbitraryExtension.ts,0.10
compiler/importAttributeTypeOnlyImports.ts,0.10
compiler/importAttributeTypesJsImports.ts,0.10
compiler/importDeclFromTypeNodeInJsSource.ts,0.10
compiler/importDeclarationInModuleDeclaration2.ts,0.10
compiler/importHelpers.ts,3.51
compiler/importHelpersCommonJSJavaScript.ts,5.12
compiler/importHelpersDeclarations.ts,4.22
